LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_training,trainBlock,training_feedback_txt.started,fix.started,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,tgt_fix_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,target_resp_prac1.rt,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,points_cumul,vts_fback.started,vts_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,blockNum,norew_fback.started,key_resp_2.keys,key_resp_2.rt,feedbk_text.started,participant,date,expName,psychopyVersion,frameRate,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,10,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.19562803099961,145.19562803099961,145.19562803099961,145.19562803099961,145.19562803099961,145.19562803099961,145.19562803099961,145.19562803099961,145.19562803099961,145.19562803099961,l,0.5657488910010215,10,170,3,145.7796453739993,147.28130553499977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,11,35,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.78174391899938,147.78174391899938,147.78174391899938,147.78174391899938,147.78174391899938,147.78174391899938,147.78174391899938,147.78174391899938,147.78174391899938,147.78174391899938,a,0.3234273560010479,1,171,3,148.13233621199925,149.63388035199932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.32882629599953,154.32882629599953,154.32882629599953,154.32882629599953,154.32882629599953,154.32882629599953,154.32882629599953,154.32882629599953,154.32882629599953,154.32882629599953,l,0.8235519120007666,1,172,4,155.1733751039992,156.67500061699957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,0,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.17558030599957,157.17558030599957,157.17558030599957,157.17558030599957,157.17558030599957,157.17558030599957,157.17558030599957,157.17558030599957,157.17558030599957,157.17558030599957,a,0.16073392200087255,10,182,4,157.35905162699964,158.86068974799946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.36122585299927,159.36122585299927,159.36122585299927,159.36122585299927,159.36122585299927,159.36122585299927,159.36122585299927,159.36122585299927,159.36122585299927,159.36122585299927,l,0.23211140900002647,1,183,4,159.61152405099983,161.11326172600002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,0,3,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.61369762599952,161.61369762599952,161.61369762599952,161.61369762599952,161.61369762599952,161.61369762599952,161.61369762599952,161.61369762599952,161.61369762599952,161.61369762599952,a,0.6266153720007424,1,184,4,162.2644237479999,163.76608128099997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,0,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.26645373199972,164.26645373199972,164.26645373199972,164.26645373199972,164.26645373199972,164.26645373199972,164.26645373199972,164.26645373199972,164.26645373199972,164.26645373199972,a,1.0223780160004026,1,185,4,165.31794916299987,166.81951559199933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.3200654429993,167.3200654429993,167.3200654429993,167.3200654429993,167.3200654429993,167.3200654429993,167.3200654429993,167.3200654429993,167.3200654429993,167.3200654429993,l,0.48913703100060957,1,186,4,167.8374207859997,169.3390092539994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,0,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.8395061629999,169.8395061629999,169.8395061629999,169.8395061629999,169.8395061629999,169.8395061629999,169.8395061629999,169.8395061629999,169.8395061629999,169.8395061629999,l,0.6899128570003086,10,196,4,170.55700205799985,172.05864168599965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.55910725099966,172.55910725099966,172.55910725099966,172.55910725099966,172.55910725099966,172.55910725099966,172.55910725099966,172.55910725099966,172.55910725099966,172.55910725099966,a,0.7538311170010275,1,197,4,173.34329924199938,174.84493942299923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.34545418699963,175.34545418699963,175.34545418699963,175.34545418699963,175.34545418699963,175.34545418699963,175.34545418699963,175.34545418699963,175.34545418699963,175.34545418699963,l,0.9188624490006987,1,198,4,176.296764961,177.79817480399925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.2987625729993,178.2987625729993,178.2987625729993,178.2987625729993,178.2987625729993,178.2987625729993,178.2987625729993,178.2987625729993,178.2987625729993,178.2987625729993,l,0.7259237590005796,10,208,4,179.04966861199955,180.551375389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,0,10,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0517948179995,181.0517948179995,181.0517948179995,181.0517948179995,181.0517948179995,181.0517948179995,181.0517948179995,181.0517948179995,181.0517948179995,181.0517948179995,a,0.5495537510005306,10,218,4,181.61929384799987,183.12077045999922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.62134430699916,183.62134430699916,183.62134430699916,183.62134430699916,183.62134430699916,183.62134430699916,183.62134430699916,183.62134430699916,183.62134430699916,183.62134430699916,l,0.57943356800115,1,219,4,184.22192535799968,185.72367740999925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,1,0,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.2243034209996,186.2243034209996,186.2243034209996,186.2243034209996,186.2243034209996,186.2243034209996,186.2243034209996,186.2243034209996,186.2243034209996,186.2243034209996,a,1.1851206280007318,1,220,4,187.44220224699984,188.94388200199955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,1,1,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.44442491599966,189.44442491599966,189.44442491599966,189.44442491599966,189.44442491599966,189.44442491599966,189.44442491599966,189.44442491599966,189.44442491599966,189.44442491599966,l,0.5006250390006244,10,230,4,189.9616022199998,191.4633161519996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,1,2,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.96383132399933,191.96383132399933,191.96383132399933,191.96383132399933,191.96383132399933,191.96383132399933,191.96383132399933,191.96383132399933,191.96383132399933,191.96383132399933,a,0.6605384720005532,10,240,4,192.647904509,194.1496849919995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,1,3,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.650208131,194.650208131,194.650208131,194.650208131,194.650208131,194.650208131,194.650208131,194.650208131,194.650208131,194.650208131,a,1.1512268180013052,10,250,4,195.81817623999996,197.3198337699996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,1,4,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.82032661299945,197.82032661299945,197.82032661299945,197.82032661299945,197.82032661299945,197.82032661299945,197.82032661299945,197.82032661299945,197.82032661299945,197.82032661299945,l,1.6123566030009897,10,260,4,199.45567391299937,200.95713936899938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,1,5,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.4576210919995,201.4576210919995,201.4576210919995,201.4576210919995,201.4576210919995,201.4576210919995,201.4576210919995,201.4576210919995,201.4576210919995,201.4576210919995,a,0.6315129300010085,10,270,4,202.10846185099945,203.61009519799973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,1,6,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.11066415299956,204.11066415299956,204.11066415299956,204.11066415299956,204.11066415299956,204.11066415299956,204.11066415299956,204.11066415299956,204.11066415299956,204.11066415299956,l,0.6017833920004705,10,280,4,204.7448334819992,206.2464315699999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,1,7,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.74696747099915,206.74696747099915,206.74696747099915,206.74696747099915,206.74696747099915,206.74696747099915,206.74696747099915,206.74696747099915,206.74696747099915,206.74696747099915,l,0.9410914390000471,10,290,4,207.7146622119999,209.21620702499968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,1,8,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.71688174299925,209.71688174299925,209.71688174299925,209.71688174299925,209.71688174299925,209.71688174299925,209.71688174299925,209.71688174299925,209.71688174299925,209.71688174299925,l,2.668954723000752,10,300,4,212.40321015999962,213.90477128199927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,1,9,21,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.40528591899965,214.40528591899965,214.40528591899965,214.40528591899965,214.40528591899965,214.40528591899965,214.40528591899965,214.40528591899965,214.40528591899965,214.40528591899965,a,0.8677344000006997,1,301,4,215.28963461999956,216.7912985109997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,1,10,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.29174785399937,217.29174785399937,217.29174785399937,217.29174785399937,217.29174785399937,217.29174785399937,217.29174785399937,217.29174785399937,217.29174785399937,217.29174785399937,l,0.6685087930009104,10,311,4,217.9925544129992,219.49389447299927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,1,11,23,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.994804983,219.994804983,219.994804983,219.994804983,219.994804983,219.994804983,219.994804983,219.994804983,219.994804983,219.994804983,l,0.846261821000553,10,321,4,220.86246625700005,222.36419922299956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,2,0,24,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.86464184999932,222.86464184999932,222.86464184999932,222.86464184999932,222.86464184999932,222.86464184999932,222.86464184999932,222.86464184999932,222.86464184999932,222.86464184999932,a,0.504190266000478,10,331,4,223.3986094009997,224.90006810499926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,2,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.40062597399992,225.40062597399992,225.40062597399992,225.40062597399992,225.40062597399992,225.40062597399992,225.40062597399992,225.40062597399992,225.40062597399992,225.40062597399992,a,0.7287479269998585,10,341,4,226.15152088299965,227.65313630299988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,2,2,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.15375911299998,228.15375911299998,228.15375911299998,228.15375911299998,228.15375911299998,228.15375911299998,228.15375911299998,228.15375911299998,228.15375911299998,228.15375911299998,l,0.6155303380000987,10,351,4,228.78691792599966,230.2895425759998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,2,3,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.790140866,230.790140866,230.790140866,230.790140866,230.790140866,230.790140866,230.790140866,230.790140866,230.790140866,230.790140866,a,0.6108719690009821,10,361,4,231.42399296799977,232.92562898399956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,2,4,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.42628816399974,233.42628816399974,233.42628816399974,233.42628816399974,233.42628816399974,233.42628816399974,233.42628816399974,233.42628816399974,233.42628816399974,233.42628816399974,l,0.591034209001009,10,371,4,234.04356279199965,235.5452584729992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,2,5,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.04592414299987,236.04592414299987,236.04592414299987,236.04592414299987,236.04592414299987,236.04592414299987,236.04592414299987,236.04592414299987,236.04592414299987,236.04592414299987,l,0.7551750910006376,10,381,4,236.83001083199997,238.33167133400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,2,6,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.83232016500006,238.83232016500006,238.83232016500006,238.83232016500006,238.83232016500006,238.83232016500006,238.83232016500006,238.83232016500006,238.83232016500006,238.83232016500006,a,1.249727059000179,10,391,4,240.10029367799962,241.60197751299984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,2,7,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.10254588599946,242.10254588599946,242.10254588599946,242.10254588599946,242.10254588599946,242.10254588599946,242.10254588599946,242.10254588599946,242.10254588599946,242.10254588599946,l,1.338361798000733,10,401,4,243.47073363699928,244.9723012909999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,1,0,0,0,0,1,0,circle,hexagon,1,0,1,0,2,8,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.47271294299935,245.47271294299935,245.47271294299935,245.47271294299935,245.47271294299935,245.47271294299935,245.47271294299935,245.47271294299935,245.47271294299935,245.47271294299935,a,1.0245946470004128,10,411,4,246.52396897699964,248.0255922209999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,2,9,33,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.5261456849994,248.5261456849994,248.5261456849994,248.5261456849994,248.5261456849994,248.5261456849994,248.5261456849994,248.5261456849994,248.5261456849994,248.5261456849994,l,0.9789058730011675,1,412,4,249.52736267699947,251.0290654069995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,2,10,34,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.52865278299942,251.52865278299942,251.52865278299942,251.52865278299942,251.52865278299942,251.52865278299942,251.52865278299942,251.52865278299942,251.52865278299942,251.52865278299942,a,0.7762021670005197,1,413,4,252.3308528889993,253.83233001999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,0,1,0,1,0,0,star ,circle,1,0,1,0,2,11,35,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.33268364599917,254.33268364599917,254.33268364599917,254.33268364599917,254.33268364599917,254.33268364599917,254.33268364599917,254.33268364599917,254.33268364599917,254.33268364599917,l,0.8756498920010927,10,423,4,255.23364806299924,256.73540525599947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.76303136499973,259.76303136499973,259.76303136499973,259.76303136499973,259.76303136499973,259.76303136499973,259.76303136499973,259.76303136499973,259.76303136499973,259.76303136499973,a,0.8224086520003766,10,433,5,260.60632237199934,262.1079509149995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,0,1,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.60858298399944,262.60858298399944,262.60858298399944,262.60858298399944,262.60858298399944,262.60858298399944,262.60858298399944,262.60858298399944,262.60858298399944,262.60858298399944,l,0.5848196670003745,10,443,5,263.2257320209992,264.727582947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.2279508869997,265.2279508869997,265.2279508869997,265.2279508869997,265.2279508869997,265.2279508869997,265.2279508869997,265.2279508869997,265.2279508869997,265.2279508869997,a,0.44500728200091544,10,453,5,265.6951711919992,267.1970039809994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.69731673599927,267.69731673599927,267.69731673599927,267.69731673599927,267.69731673599927,267.69731673599927,267.69731673599927,267.69731673599927,267.69731673599927,267.69731673599927,a,0.6160598170008598,1,454,5,268.331494002,269.8331120489993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.3336300199999,270.3336300199999,270.3336300199999,270.3336300199999,270.3336300199999,270.3336300199999,270.3336300199999,270.3336300199999,270.3336300199999,270.3336300199999,l,0.5392378280002958,10,464,5,270.90110310899945,272.40254097899924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29784,2022-09-16_10h26.56.074,vts_reward_expectancy,2022.2.4,59.9292494456976,
