LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,prac_fback_text.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.227729825000097,space,18.83832664800002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.48619734400017,90.48619734400017,90.48619734400017,90.48619734400017,90.48619734400017,90.48619734400017,90.48619734400017,90.48619734400017,90.48619734400017,90.48619734400017,l,2.5095104210004138,10,10,0,93.0220682600002,94.52405197200005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.02435724999987,95.02435724999987,95.02435724999987,95.02435724999987,95.02435724999987,95.02435724999987,95.02435724999987,95.02435724999987,95.02435724999987,95.02435724999987,a,1.0254377430001114,10,20,0,96.07560015199988,97.57732596100004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.07776435000005,98.07776435000005,98.07776435000005,98.07776435000005,98.07776435000005,98.07776435000005,98.07776435000005,98.07776435000005,98.07776435000005,98.07776435000005,a,1.0283515760002047,1,21,0,99.12911346100009,100.63050917999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.13110011900017,101.13110011900017,101.13110011900017,101.13110011900017,101.13110011900017,101.13110011900017,101.13110011900017,101.13110011900017,101.13110011900017,101.13110011900017,l,0.6391637900001115,10,31,0,101.79858666400014,103.30022957600022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.80072211400011,103.80072211400011,103.80072211400011,103.80072211400011,103.80072211400011,103.80072211400011,103.80072211400011,103.80072211400011,103.80072211400011,103.80072211400011,a,0.8512258020000445,10,41,0,104.66852049699992,106.17010821399981,106.17010821399981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.67050150100022,106.67050150100022,106.67050150100022,106.67050150100022,106.67050150100022,106.67050150100022,106.67050150100022,106.67050150100022,106.67050150100022,106.67050150100022,a,0.9329096179999397,1,42,0,107.62167422399989,109.12329688099999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.62392098400005,109.62392098400005,109.62392098400005,109.62392098400005,109.62392098400005,109.62392098400005,109.62392098400005,109.62392098400005,109.62392098400005,109.62392098400005,a,0.7160087309998744,10,52,0,110.35818020099987,111.85968672499985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,7,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.36013249899997,112.36013249899997,112.36013249899997,112.36013249899997,112.36013249899997,112.36013249899997,112.36013249899997,112.36013249899997,112.36013249899997,112.36013249899997,l,0.6094777099997373,1,53,0,112.99417246600024,114.49602162100018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.99653934200023,114.99653934200023,114.99653934200023,114.99653934200023,114.99653934200023,114.99653934200023,114.99653934200023,114.99653934200023,114.99653934200023,114.99653934200023,l,0.7015057160001561,1,54,0,115.73069975899989,117.23224894099985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.73293663499999,117.73293663499999,117.73293663499999,117.73293663499999,117.73293663499999,117.73293663499999,117.73293663499999,117.73293663499999,117.73293663499999,117.73293663499999,a,0.8134287259999837,10,64,0,118.56696783000007,120.06851697599996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.56906845399999,120.56906845399999,120.56906845399999,120.56906845399999,120.56906845399999,120.56906845399999,120.56906845399999,120.56906845399999,120.56906845399999,120.56906845399999,l,0.6821547550002833,1,65,0,121.26997238900003,122.77155096500019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.27234714899987,123.27234714899987,123.27234714899987,123.27234714899987,123.27234714899987,123.27234714899987,123.27234714899987,123.27234714899987,123.27234714899987,123.27234714899987,l,0.5294170050001412,1,66,0,123.8229021090001,125.32451140500007,125.32451140500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,0,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.82498756999985,125.82498756999985,125.82498756999985,125.82498756999985,125.82498756999985,125.82498756999985,125.82498756999985,125.82498756999985,125.82498756999985,125.82498756999985,a,0.7132204380000076,10,76,0,126.55916942400017,128.06072620099985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,1,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.561320326,128.561320326,128.561320326,128.561320326,128.561320326,128.561320326,128.561320326,128.561320326,128.561320326,128.561320326,a,1.0809225450002486,1,77,0,129.6626692499999,131.16433112100003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,2,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.66482042100006,131.66482042100006,131.66482042100006,131.66482042100006,131.66482042100006,131.66482042100006,131.66482042100006,131.66482042100006,131.66482042100006,131.66482042100006,l,0.6183052820001649,10,87,0,132.31558233399983,133.81730837199984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,3,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.317750359,134.317750359,134.317750359,134.317750359,134.317750359,134.317750359,134.317750359,134.317750359,134.317750359,134.317750359,l,1.141509206000137,1,88,0,135.48590340600003,136.98748041499994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,4,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.4880049540002,137.4880049540002,137.4880049540002,137.4880049540002,137.4880049540002,137.4880049540002,137.4880049540002,137.4880049540002,137.4880049540002,137.4880049540002,a,0.5696787990000303,10,98,0,138.08856369500018,139.58989121100012,139.58989121100012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,5,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.09056119100023,140.09056119100023,140.09056119100023,140.09056119100023,140.09056119100023,140.09056119100023,140.09056119100023,140.09056119100023,140.09056119100023,140.09056119100023,l,0.832014977000199,10,108,0,140.94180292600004,142.443292422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,6,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.94396104099997,142.94396104099997,142.94396104099997,142.94396104099997,142.94396104099997,142.94396104099997,142.94396104099997,142.94396104099997,142.94396104099997,142.94396104099997,a,0.5537731060003352,10,118,0,143.5279889059998,145.02959856500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,7,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.5299676919999,145.5299676919999,145.5299676919999,145.5299676919999,145.5299676919999,145.5299676919999,145.5299676919999,145.5299676919999,145.5299676919999,145.5299676919999,a,0.9853239779999967,1,119,0,146.54794998599982,148.0494445469999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,8,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.55015301100002,148.55015301100002,148.55015301100002,148.55015301100002,148.55015301100002,148.55015301100002,148.55015301100002,148.55015301100002,148.55015301100002,148.55015301100002,a,0.5719527360001848,10,129,0,149.15081970400024,150.65228010400006,150.65228010400006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,9,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.15304708099984,151.15304708099984,151.15304708099984,151.15304708099984,151.15304708099984,151.15304708099984,151.15304708099984,151.15304708099984,151.15304708099984,151.15304708099984,a,0.6579224330002944,1,130,0,151.83687279000014,153.33874755399984,153.33874755399984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,10,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.8392850350001,153.8392850350001,153.8392850350001,153.8392850350001,153.8392850350001,153.8392850350001,153.8392850350001,153.8392850350001,153.8392850350001,153.8392850350001,l,0.5078806050000821,1,131,0,154.37320623100004,155.87488139100014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,11,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.3755215609999,156.3755215609999,156.3755215609999,156.3755215609999,156.3755215609999,156.3755215609999,156.3755215609999,156.3755215609999,156.3755215609999,156.3755215609999,a,0.658708931000092,10,141,0,157.05954231099986,158.56112929900019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.0618477150001,159.0618477150001,159.0618477150001,159.0618477150001,159.0618477150001,159.0618477150001,159.0618477150001,159.0618477150001,159.0618477150001,159.0618477150001,l,0.7655441609999798,10,151,0,159.84601994600007,161.34745624100015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,1,25,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.84796904099994,161.84796904099994,161.84796904099994,161.84796904099994,161.84796904099994,161.84796904099994,161.84796904099994,161.84796904099994,161.84796904099994,161.84796904099994,a,0.9628022890001375,1,152,0,162.83240561000002,164.3341639209998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,2,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.8347364209999,164.8347364209999,164.8347364209999,164.8347364209999,164.8347364209999,164.8347364209999,164.8347364209999,164.8347364209999,164.8347364209999,164.8347364209999,l,1.1524519590002456,10,162,0,166.01943829099991,167.52096493399995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,3,27,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.02159056400023,168.02159056400023,168.02159056400023,168.02159056400023,168.02159056400023,168.02159056400023,168.02159056400023,168.02159056400023,168.02159056400023,168.02159056400023,a,0.8851276310001595,1,163,0,168.93937196000024,170.4408780220001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,4,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.9415656770002,170.9415656770002,170.9415656770002,170.9415656770002,170.9415656770002,170.9415656770002,170.9415656770002,170.9415656770002,170.9415656770002,170.9415656770002,l,0.7505194860000302,10,173,0,171.7090945,173.21057765500018,173.21057765500018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,5,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.71129624600007,173.71129624600007,173.71129624600007,173.71129624600007,173.71129624600007,173.71129624600007,173.71129624600007,173.71129624600007,173.71129624600007,173.71129624600007,l,0.827337524000086,1,174,0,174.5621784509999,176.0639197710002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,6,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.56438313699982,176.56438313699982,176.56438313699982,176.56438313699982,176.56438313699982,176.56438313699982,176.56438313699982,176.56438313699982,176.56438313699982,176.56438313699982,l,0.7185699589999786,1,175,0,177.31504757899984,178.81683511099982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,7,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.3171901589999,179.3171901589999,179.3171901589999,179.3171901589999,179.3171901589999,179.3171901589999,179.3171901589999,179.3171901589999,179.3171901589999,179.3171901589999,a,1.0285874140004125,1,176,0,180.36838359400008,181.87022018200014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,8,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.37081557700003,182.37081557700003,182.37081557700003,182.37081557700003,182.37081557700003,182.37081557700003,182.37081557700003,182.37081557700003,182.37081557700003,182.37081557700003,a,1.0403024600000208,10,186,0,183.43845714100007,184.94048609599986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,9,33,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.44086603100004,185.44086603100004,185.44086603100004,185.44086603100004,185.44086603100004,185.44086603100004,185.44086603100004,185.44086603100004,185.44086603100004,185.44086603100004,l,0.6247945439999967,10,196,0,186.09158978200003,187.5933242709998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,10,34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.09372807499994,188.09372807499994,188.09372807499994,188.09372807499994,188.09372807499994,188.09372807499994,188.09372807499994,188.09372807499994,188.09372807499994,188.09372807499994,l,1.860784676000094,10,206,0,189.97915778100014,191.48091031500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,11,35,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.98128933099997,191.98128933099997,191.98128933099997,191.98128933099997,191.98128933099997,191.98128933099997,191.98128933099997,191.98128933099997,191.98128933099997,191.98128933099997,l,1.197119787000247,1,207,0,193.19940208100024,194.70123555600003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.72566657400012,201.72566657400012,201.72566657400012,201.72566657400012,201.72566657400012,201.72566657400012,201.72566657400012,201.72566657400012,201.72566657400012,201.72566657400012,a,1.1574855859998934,10,217,1,202.90997474899996,204.41166750999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.91243141099994,204.91243141099994,204.91243141099994,204.91243141099994,204.91243141099994,204.91243141099994,204.91243141099994,204.91243141099994,204.91243141099994,204.91243141099994,l,0.5691345560003356,10,227,1,205.51288656099996,207.0147196009998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,0,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.515248231,207.515248231,207.515248231,207.515248231,207.515248231,207.515248231,207.515248231,207.515248231,207.515248231,207.515248231,a,0.462608844999977,1,228,1,207.9989874349999,209.50065529899985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.00141551900015,210.00141551900015,210.00141551900015,210.00141551900015,210.00141551900015,210.00141551900015,210.00141551900015,210.00141551900015,210.00141551900015,210.00141551900015,a,0.584923549999985,1,229,1,210.61854198399988,212.12041941899997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
