LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,fix.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,prac_fback_text.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,key_resp_2.keys,key_resp_2.rt,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,7,31,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.95160014500016,436.95160014500016,436.95160014500016,436.95160014500016,436.95160014500016,436.95160014500016,436.95160014500016,436.95160014500016,436.95160014500016,436.95160014500016,a,0.5074864970001727,10,599,2,437.48547994699993,438.9874033209999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,8,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.4878393939998,439.4878393939998,439.4878393939998,439.4878393939998,439.4878393939998,439.4878393939998,439.4878393939998,439.4878393939998,439.4878393939998,439.4878393939998,l,0.4098891049998201,1,600,2,439.9213129939999,441.423349141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,9,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.92379465500017,441.92379465500017,441.92379465500017,441.92379465500017,441.92379465500017,441.92379465500017,441.92379465500017,441.92379465500017,441.92379465500017,441.92379465500017,a,0.6785858060002283,1,601,2,442.6244957019999,444.1261384459999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,10,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.62671073699994,444.62671073699994,444.62671073699994,444.62671073699994,444.62671073699994,444.62671073699994,444.62671073699994,444.62671073699994,444.62671073699994,444.62671073699994,l,0.34378580200018405,1,602,2,444.99396400700016,446.495660776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,11,35,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.9959651670001,446.9959651670001,446.9959651670001,446.9959651670001,446.9959651670001,446.9959651670001,446.9959651670001,446.9959651670001,446.9959651670001,446.9959651670001,a,0.31810442500000136,10,612,2,447.3466543740001,448.84800725700006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.01445020599976,,,B,181,triangle,0.002142645999811066,504.4429516839996,505.9443448950001,505.9443448950001,505.9443448950001,1,0,d,1.5374684359999264,0,507.5128784760004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.8030880769998,,,Y,139,circle,0.0011238320003030822,509.999522351,511.5005270209999,511.5005270209999,511.5005270209999,1,0,f,0.7739094620005744,0,512.3013557509998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.6751918759996,,,D,167,hexagon,0.0010815160003403435,514.787263275,516.2890253170003,516.2890253170003,516.2890253170003,1,0,d,0.8572652130001188,0,517.1735421469998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.3637313000004,,,H,160,star,0.0016108820000226842,519.6596262059998,521.1613213550004,521.1613213550004,521.1613213550004,1,0,d,0.6817958370006636,0,521.8621344400003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.7849097570002,,,S,146,triangle,0.0012276119996386115,524.3479073809999,525.8497649019996,525.8497649019996,525.8497649019996,1,0,f,0.40097545900016485,0,526.283627024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.2902246039998,,,W,125,circle,0.0015003270000306657,528.7699626970002,530.2712550239999,530.2712550239999,530.2712550239999,1,0,f,0.49117504899959386,0,530.788379952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.8284918289996,,,U,132,hexagon,0.0014372769992405665,533.2746141900002,534.7763078519997,534.7763078519997,534.7763078519997,1,0,f,0.5295140399998672,0,535.326714542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.5671590770003,,,F,174,star,0.0013709929999095039,537.81290124,539.3145376320003,539.3145376320003,539.3145376320003,1,0,d,0.7278634960007366,0,540.0653441469999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.0885799060002,,,B,181,triangle,0.0011547379999683471,542.5514651890003,544.052983002,544.052983002,544.052983002,1,0,d,0.5016469699999107,0,544.5869162060003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.8103822950002,,,Y,139,circle,0.001189109000733879,547.0730359969998,548.5747023119998,548.5747023119998,548.5747023119998,1,0,f,0.7014715210002578,0,549.3090278559998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.4500211720001,,571.9504572789997,H,125,star,0.0020929659995090333,,,,,1,0,,,1,569.9482404120004,567.7960035210003,569.2975517099999,569.2975517099999,569.2975517099999,j,0.6344251719997374,571.4500211720001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.0382695359999,,,B,146,hexagon,0.0008832499997879495,,,,,1,0,,,1,574.5366778310004,572.4344707619998,573.9359538390004,573.9359538390004,573.9359538390004,j,0.5704528230003234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.5599593689999,,,D,160,circle,0.0012637789996006177,,,,,1,0,,,1,579.0584845999997,577.0228109220002,578.5244725670004,578.5244725670004,578.5244725670004,k,0.5098157920006088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585.1149251089996,,,W,181,triangle,0.0010455780002303072,,,,,1,0,,,1,583.6135268519997,581.5443569040003,583.0462721159997,583.0462721159997,583.0462721159997,k,0.5487794480000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.670190931,,,U,132,triangle,0.0012846540003010887,,,,,1,0,,,1,588.168523541,586.0993494569998,587.6010501639998,587.6010501639998,587.6010501639998,j,0.5447331949994805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.3920803899996,,,Y,167,circle,0.0012326619998930255,,,,,1,0,,,1,592.8900654800004,590.6550244069999,592.1561805160004,592.1561805160004,592.1561805160004,k,0.7018374160002168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598.9969715290003,,,S,139,hexagon,0.0013653249998242245,,,,,1,0,,,1,597.4953926410003,595.3764459219997,596.878232904,596.878232904,596.878232904,j,0.5888373949997003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.6189050400003,,,F,174,star,0.0013048160008111154,,,,,1,0,,,1,602.1170455910001,599.9813884609998,601.4831652409998,601.4831652409998,601.4831652409998,k,0.6172211070002049,603.6189050400003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,608.5073932890004,,,H,125,hexagon,0.0006837569999333937,,,,,1,0,,,1,607.0058770290002,604.6030806220001,606.1046834619997,606.1046834619997,606.1046834619997,j,0.8827266800003599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,613.146121411,,,B,146,circle,0.0013449230000333046,,,,,1,0,,,1,611.6445922910002,609.4919276859996,610.9936131460004,610.9936131460004,610.9936131460004,j,0.6183793029999833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,641.3103456900003,,,H,125,star,0.0017511910000393982,,,,,1,0,,,2,,,,,,,,,636.7720528499999,636.7720528499999,636.7720528499999,636.7720528499999,638.2569411440004,638.2569411440004,638.2569411440004,638.2569411440004,638.2739517120003,638.2739517120003,638.2739517120003,638.2739517120003,-1,letter,NA,d,1.5213750959997014,vtsPrac,639.8086356010003,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,646.7330139390001,,,S,167,triangle,0.0012142069999754312,,,,,0,0,,,2,,,,,,,,,642.2959733069997,642.2959733069997,642.2959733069997,642.2959733069997,643.7966204290001,643.7966204290001,643.7966204290001,643.7966204290001,643.7966204290001,643.7966204290001,643.7966204290001,643.7966204290001,switch,number,NA,j,1.4140155180007241,vtsPrac,645.2326601609998,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,651.1712651510002,,,B,139,triangle,0.0014201779995346442,,,,,0,1,,,2,,,,,,,,,647.7185341139998,647.7185341139998,647.7185341139998,647.7185341139998,649.2191629249996,649.2191629249996,649.2191629249996,649.2191629249996,649.2191629249996,649.2191629249996,649.2191629249996,649.2191629249996,switch,letter,NA,f,0.43184292399973856,vtsPrac,649.669657762,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,657.1613970189997,,,F,146,circle,0.0010041549994639354,,,,,1,1,,,2,,,,,,,,,652.1554557490003,652.1554557490003,652.1554557490003,652.1554557490003,653.6572731370002,653.6572731370002,653.6572731370002,653.6572731370002,653.6572731370002,653.6572731370002,653.6572731370002,653.6572731370002,repeat,letter,lettRpt,d,1.9696186609994584,vtsPrac,655.6596932369998,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,662.9174685969997,,,H,125,circle,0.0012011790004180511,,,,,1,0,,,2,,,,,,,,,658.1456499170004,658.1456499170004,658.1456499170004,658.1456499170004,659.6471730870003,659.6471730870003,659.6471730870003,659.6471730870003,659.6471730870003,659.6471730870003,659.6471730870003,659.6471730870003,switch,number,numSwt,j,1.7385677300003408,vtsPrac,661.4159089890004,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,668.3903024340002,,,S,167,star,0.0012424599999576458,,,,,1,0,,,2,,,,,,,,,663.9018802699998,663.9018802699998,663.9018802699998,663.9018802699998,665.4037046950002,665.4037046950002,665.4037046950002,665.4037046950002,665.4037046950002,665.4037046950002,665.4037046950002,665.4037046950002,repeat,number,numRpt,k,1.4630052859997704,vtsPrac,666.8884698340003,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,672.9620306510001,,,B,139,circle,0.0011706339992088033,,,,,1,0,,,2,,,,,,,,,669.374583241,669.374583241,669.374583241,669.374583241,670.8764029560002,670.8764029560002,670.8764029560002,670.8764029560002,670.8764029560002,670.8764029560002,670.8764029560002,670.8764029560002,switch,letter,lettSwt,d,0.5670762260001538,vtsPrac,671.4604183140004,672.9620306510001,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,677.5838744890002,,,F,146,star,0.0009543109999867738,,,,,1,0,,,2,,,,,,,,,673.9462916349999,673.9462916349999,673.9462916349999,673.9462916349999,675.4480345139996,675.4480345139996,675.4480345139996,675.4480345139996,675.4480345139996,675.4480345139996,675.4480345139996,675.4480345139996,switch,number,numSwt,j,0.6101785850000851,vtsPrac,676.0821997460002,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,682.205497982,,,Y,167,hexagon,0.001129045000197948,,,,,1,0,,,2,,,,,,,,,678.5682325100001,678.5682325100001,678.5682325100001,678.5682325100001,680.0698908039999,680.0698908039999,680.0698908039999,680.0698908039999,680.0698908039999,680.0698908039999,680.0698908039999,680.0698908039999,switch,letter,lettSwt,f,0.6118612349996511,vtsPrac,680.7038139540005,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,687.1108862850001,,,W,174,circle,0.0012421800001902739,,,,,1,0,,,2,,,,,,,,,683.1899514769998,683.1899514769998,683.1899514769998,683.1899514769998,684.6914923669997,684.6914923669997,684.6914923669997,684.6914923669997,684.6914923669997,684.6914923669997,684.6914923669997,684.6914923669997,switch,number,numSwt,k,0.886592472000757,vtsPrac,685.6094141790004,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,692.1165595719999,,,D,132,circle,0.0012608800007001264,,,,,1,0,,,2,,,,,,,,,688.0953497900005,688.0953497900005,688.0953497900005,688.0953497900005,689.5971815549997,689.5971815549997,689.5971815549997,689.5971815549997,689.5971815549997,689.5971815549997,689.5971815549997,689.5971815549997,switch,letter,lettSwt,d,0.9972101999996994,vtsPrac,690.6147638269999,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,697.1218243150001,,,F,139,star,0.0010916280007222667,,,,,1,0,,,2,,,,,,,,,693.1008747410001,693.1008747410001,693.1008747410001,693.1008747410001,694.6025730340002,694.6025730340002,694.6025730340002,694.6025730340002,694.6025730340002,694.6025730340002,694.6025730340002,694.6025730340002,repeat,letter,lettRpt,d,0.9851034480002454,vtsPrac,695.6203532289996,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,701.6435558999997,,,W,167,triangle,0.0013079009995635715,,,,,0,0,,,2,,,,,,,,,698.1062888609999,698.1062888609999,698.1062888609999,698.1062888609999,699.6081531389996,699.6081531389996,699.6081531389996,699.6081531389996,699.6081531389996,699.6081531389996,699.6081531389996,699.6081531389996,switch,number,NA,j,0.5157567040000686,vtsPrac,700.1424793339997,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,706.415632701,,,S,181,star,0.0013781870002276264,,,,,1,1,,,2,,,,,,,,,702.627969824,702.627969824,702.627969824,702.627969824,704.1297498059998,704.1297498059998,704.1297498059998,704.1297498059998,704.1297498059998,704.1297498059998,704.1297498059998,704.1297498059998,repeat,number,numRpt,k,0.76104504299974,vtsPrac,704.9142289850001,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,710.9371014849999,,,F,174,triangle,0.0014140410003165016,,,,,0,0,,,2,,,,,,,,,707.4000968300002,707.4000968300002,707.4000968300002,707.4000968300002,708.9016318569998,708.9016318569998,708.9016318569998,708.9016318569998,708.9016318569998,708.9016318569998,708.9016318569998,708.9016318569998,switch,letter,NA,f,0.5015586579997944,vtsPrac,709.4356005710001,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,612,,,715.4421288139997,,,U,160,circle,0.0011763329994209926,,,,,1,1,,,2,,,,,,,,,711.9213314559997,711.9213314559997,711.9213314559997,711.9213314559997,713.423289672,713.423289672,713.423289672,713.423289672,713.423289672,713.423289672,713.423289672,713.423289672,repeat,letter,lettRpt,f,0.49025019100054124,vtsPrac,713.9412853219997,,,,,,,,,,,,,,,,,,,,,,,,,,,12531,2022-09-19_10h41.26.973,vts_reward_expectancy_OFFLINE,2022.2.4,59.92560787097398,
