LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,prac_fback_text.stopped,fix.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,feedbk_text.started,feedbk_text.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,21,0,21,0,,,,,,,,,,,,,,,,1,853,,,1502.699560093999,,132,U,star,0.0010057370000140509,,,,,1,0,,,,,,,,,,,,,1498.6220595639988,1498.6220595639988,1498.6220595639988,1498.6220595639988,1500.130276390999,1500.130276390999,1500.130276390999,1500.130276390999,1500.130276390999,1500.130276390999,1500.130276390999,1500.130276390999,switch,number,numSwt,d,1.0423815030026162,noRew,,,2,,,,,1501.197954973999,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,22,0,22,0,,,,,,,,,,,,,,,,10,863,,,1508.4225490919998,,174,D,star,0.0017261699995287927,,,,,1,0,,,,,,,,,,,,,1503.6767806939988,1503.6767806939988,1503.6767806939988,1503.6767806939988,1505.185695954,1505.185695954,1505.185695954,1505.185695954,1505.185695954,1505.185695954,1505.185695954,1505.185695954,switch,letter,lettSwt,j,1.7146838999997271,noRew,,,2,,,,,1506.9208161309998,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,23,0,23,0,,,,,,,,,,,,,,,,0,863,,,1513.1109014489994,,167,Y,triangle,0.0015687799987063045,,,,,0,0,,,,,,,,,,,,,1509.400071353999,1509.400071353999,1509.400071353999,1509.400071353999,1510.9087512819988,1510.9087512819988,1510.9087512819988,1510.9087512819988,1510.9087512819988,1510.9087512819988,1510.9087512819988,1510.9087512819988,repeat,letter,NA,j,0.6723370390009222,noRew,,,2,,,,,1511.6098151219994,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,24,0,24,0,,,,,,,,,,,,,,,,0,863,,,1517.7160724080004,,160,D,triangle,0.0015456549990631174,,,,,1,1,,,,,,,,,,,,,1514.0888522080004,1514.0888522080004,1514.0888522080004,1514.0888522080004,1515.5969745099992,1515.5969745099992,1515.5969745099992,1515.5969745099992,1515.5969745099992,1515.5969745099992,1515.5969745099992,1515.5969745099992,repeat,letter,lettRpt,j,0.5916414000021177,noRew,,,2,,,,,1516.2145221850005,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,25,0,25,0,,,,,,,,,,,,,,,,0,863,,,1522.955282416,,125,H,star,0.0017360479996568756,,,,,0,0,,,,,,,,,,,,,1518.6936079850002,1518.6936079850002,1518.6936079850002,1518.6936079850002,1520.202091559,1520.202091559,1520.202091559,1520.202091559,1520.202091559,1520.202091559,1520.202091559,1520.202091559,switch,number,NA,f,1.2271740260021033,noRew,,,2,,,,,1521.4537263059992,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,26,0,26,0,,,,,,,,,,,,,,,,1,864,,,1528.294474421,,181,U,star,0.0016316399996867403,,,,,1,1,,,,,,,,,,,,,1523.9336116569993,1523.9336116569993,1523.9336116569993,1523.9336116569993,1525.4415672470004,1525.4415672470004,1525.4415672470004,1525.4415672470004,1525.4415672470004,1525.4415672470004,1525.4415672470004,1525.4415672470004,switch,letter,lettSwt,k,1.323068872001386,noRew,,,2,,,,,1526.7927628509988,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,27,0,27,0,,,,,,,,,,,,,,,,10,874,,,1532.765987195,,174,W,triangle,0.0014730339989910135,,,,,1,0,,,,,,,,,,,,,1529.2711515449992,1529.2711515449992,1529.2711515449992,1529.2711515449992,1530.7805813989999,1530.7805813989999,1530.7805813989999,1530.7805813989999,1530.7805813989999,1530.7805813989999,1530.7805813989999,1530.7805813989999,switch,number,numSwt,f,0.46454096200068307,noRew,,,2,,,,,1531.2646157069994,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,28,0,28,0,,,,,,,,,,,,,,,,1,875,,,1537.9552099109987,,146,S,star,0.0012074810001649894,,,,,1,0,,,,,,,,,,,,,1533.743168302999,1533.743168302999,1533.743168302999,1533.743168302999,1535.2522046819995,1535.2522046819995,1535.2522046819995,1535.2522046819995,1535.2522046819995,1535.2522046819995,1535.2522046819995,1535.2522046819995,switch,letter,lettSwt,k,1.1761330520002957,noRew,,,2,,,,,1536.4533612220002,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,29,0,29,0,,,,,,,,,,,,,,,,10,885,,,1542.3934632809996,,139,F,triangle,0.001951981001184322,,,,,1,0,,,,,,,,,,,,,1538.9329534909994,1538.9329534909994,1538.9329534909994,1538.9329534909994,1540.4416259379996,1540.4416259379996,1540.4416259379996,1540.4416259379996,1540.4416259379996,1540.4416259379996,1540.4416259379996,1540.4416259379996,switch,number,numSwt,d,0.4189531780011748,noRew,,,2,,,,,1540.891922978999,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,30,0,30,0,,,,,,,,,,,,,,,,0,885,,,1547.015343388999,,132,Y,triangle,0.001652009999816073,,,,,1,0,,,,,,,,,,,,,1543.3701698219993,1543.3701698219993,1543.3701698219993,1543.3701698219993,1544.8794892259994,1544.8794892259994,1544.8794892259994,1544.8794892259994,1544.8794892259994,1544.8794892259994,1544.8794892259994,1544.8794892259994,repeat,number,numRpt,d,0.6064125040011277,noRew,,,2,,,,,1545.5135742929997,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,0,31,0,31,0,,,,,,,,,,,,,,,,1,886,,,1551.5868633419996,,167,B,star,0.0016602969990344718,,,,,1,0,,,,,,,,,,,,,1547.9938660489988,1547.9938660489988,1547.9938660489988,1547.9938660489988,1549.5013148159996,1549.5013148159996,1549.5013148159996,1549.5013148159996,1549.5013148159996,1549.5013148159996,1549.5013148159996,1549.5013148159996,switch,letter,lettSwt,j,0.5520905080011289,noRew,,,2,,,,,1550.0850907229997,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,1,887,,,1560.780370994,,167,H,star,0.0011089760009781457,,,,,1,0,,,,,,,,,,,,,1557.051872594,1557.051872594,1557.051872594,1557.051872594,1558.5612452719997,1558.5612452719997,1558.5612452719997,1558.5612452719997,1558.5612452719997,1558.5612452719997,1558.5612452719997,1558.5612452719997,repeat,letter,lettRpt,j,0.6916699140001583,noRew,,,3,,,space,0.792370753000796,1559.2788335860005,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,1,0,1,0,,,,,,,,,,,,,,,,0,887,,,1565.4520638470003,,146,Y,triangle,0.0013080280004942324,,,,,1,0,,,,,,,,,,,,,1561.7581485419996,1561.7581485419996,1561.7581485419996,1561.7581485419996,1563.266558940999,1563.266558940999,1563.266558940999,1563.266558940999,1563.266558940999,1563.266558940999,1563.266558940999,1563.266558940999,switch,number,numSwt,d,0.6516939140001341,noRew,,,3,,,,,1563.9505306709998,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,2,0,2,0,,,,,,,,,,,,,,,,0,887,,,1570.1740668210005,,160,B,triangle,0.0017806719988584518,,,,,1,0,,,,,,,,,,,,,1566.4286610950003,1566.4286610950003,1566.4286610950003,1566.4286610950003,1567.9381244449996,1567.9381244449996,1567.9381244449996,1567.9381244449996,1567.9381244449996,1567.9381244449996,1567.9381244449996,1567.9381244449996,repeat,number,numRpt,f,0.7063849860005575,noRew,,,3,,,,,1568.6724683150005,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,3,0,3,0,,,,,,,,,,,,,,,,1,888,,,1574.995846635,,125,S,star,0.001780703998520039,,,,,1,0,,,,,,,,,,,,,1571.1521151439993,1571.1521151439993,1571.1521151439993,1571.1521151439993,1572.6600189950004,1572.6600189950004,1572.6600189950004,1572.6600189950004,1572.6600189950004,1572.6600189950004,1572.6600189950004,1572.6600189950004,switch,letter,lettSwt,k,0.8089064380001219,noRew,,,3,,,,,1573.4943171630002,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,4,0,4,0,,,,,,,,,,,,,,,,10,898,,,1579.4342009600005,,181,D,triangle,0.0014234119989851024,,,,,1,0,,,,,,,,,,,,,1575.972623779,1575.972623779,1575.972623779,1575.972623779,1577.482222826,1577.482222826,1577.482222826,1577.482222826,1577.482222826,1577.482222826,1577.482222826,1577.482222826,switch,number,numSwt,f,0.42685450600038166,noRew,,,3,,,,,1577.9330152580005,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,5,0,5,0,,,,,,,,,,,,,,,,1,899,,,1584.5064779509994,,174,U,star,0.0016230429991992423,,,,,1,0,,,,,,,,,,,,,1580.411684659999,1580.411684659999,1580.411684659999,1580.411684659999,1581.9202781299991,1581.9202781299991,1581.9202781299991,1581.9202781299991,1581.9202781299991,1581.9202781299991,1581.9202781299991,1581.9202781299991,repeat,number,numRpt,f,1.0608432600001834,noRew,,,3,,,,,1583.0049970969994,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,6,0,6,0,,,,,,,,,,,,,,,,1,900,,,1588.9113031969991,,132,W,triangle,0.0016072269991127541,,,,,1,0,,,,,,,,,,,,,1585.4838825299994,1585.4838825299994,1585.4838825299994,1585.4838825299994,1586.9924715289999,1586.9924715289999,1586.9924715289999,1586.9924715289999,1586.9924715289999,1586.9924715289999,1586.9924715289999,1586.9924715289999,switch,letter,lettSwt,k,0.39602858900070714,noRew,,,3,,,,,1587.4097440730002,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,7,0,7,0,,,,,,,,,,,,,,,,1,901,,,1593.7500291979995,,139,F,star,0.0014782250000280328,,,,,1,0,,,,,,,,,,,,,1589.888929396,1589.888929396,1589.888929396,1589.888929396,1591.3973198949989,1591.3973198949989,1591.3973198949989,1591.3973198949989,1591.3973198949989,1591.3973198949989,1591.3973198949989,1591.3973198949989,switch,number,numSwt,d,0.8317318640019948,noRew,,,3,,,,,1592.2482260060006,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,8,0,8,0,,,,,,,,,,,,,,,,0,901,,,1598.2216635160003,,146,S,star,0.001423192999936873,,,,,0,0,,,,,,,,,,,,,1594.7286042119995,1594.7286042119995,1594.7286042119995,1594.7286042119995,1596.2361991859998,1596.2361991859998,1596.2361991859998,1596.2361991859998,1596.2361991859998,1596.2361991859998,1596.2361991859998,1596.2361991859998,repeat,number,NA,f,0.4650887640018482,noRew,,,3,,,,,1596.7201203999994,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,9,0,9,0,,,,,,,,,,,,,,,,0,901,,,1602.6766374130002,,132,D,triangle,0.0012107309994462412,,,,,0,1,,,,,,,,,,,,,1599.1989211210002,1599.1989211210002,1599.1989211210002,1599.1989211210002,1600.7074788689988,1600.7074788689988,1600.7074788689988,1600.7074788689988,1600.7074788689988,1600.7074788689988,1600.7074788689988,1600.7074788689988,repeat,number,NA,f,0.4508161370013113,noRew,,,3,,,,,1601.1751164830002,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,10,0,10,0,,,,,,,,,,,,,,,,1,902,,,1607.248355292999,,125,H,star,0.0012616120002348907,,,,,1,1,,,,,,,,,,,,,1603.6541207239989,1603.6541207239989,1603.6541207239989,1603.6541207239989,1605.1626509439993,1605.1626509439993,1605.1626509439993,1605.1626509439993,1605.1626509439993,1605.1626509439993,1605.1626509439993,1605.1626509439993,repeat,number,numRpt,d,0.5616387230002147,noRew,,,3,,,,,1605.746779019999,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,11,0,11,0,,,,,,,,,,,,,,,,0,902,,,1611.719967334,,181,F,triangle,0.0015229909986373968,,,,,1,0,,,,,,,,,,,,,1608.2258230019997,1608.2258230019997,1608.2258230019997,1608.2258230019997,1609.7345302499998,1609.7345302499998,1609.7345302499998,1609.7345302499998,1609.7345302499998,1609.7345302499998,1609.7345302499998,1609.7345302499998,repeat,number,numRpt,f,0.4548880990005273,noRew,,,3,,,,,1610.2183204840003,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,12,0,12,0,,,,,,,,,,,,,,,,1,903,,,1616.4916741969992,,167,B,star,0.0015144130011321977,,,,,1,0,,,,,,,,,,,,,1612.6971248659993,1612.6971248659993,1612.6971248659993,1612.6971248659993,1614.205805349,1614.205805349,1614.205805349,1614.205805349,1614.205805349,1614.205805349,1614.205805349,1614.205805349,switch,letter,lettSwt,j,0.7591150480002398,noRew,,,3,,,,,1614.9900084990004,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,13,0,13,0,,,,,,,,,,,,,,,,0,903,,,1620.980314774999,,160,W,triangle,0.0019441490003373474,,,,,1,0,,,,,,,,,,,,,1617.469145949999,1617.469145949999,1617.469145949999,1617.469145949999,1618.9781627209995,1618.9781627209995,1618.9781627209995,1618.9781627209995,1618.9781627209995,1618.9781627209995,1618.9781627209995,1618.9781627209995,switch,number,numSwt,f,0.4750073250015703,noRew,,,3,,,,,1619.4786375309995,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,14,0,14,0,,,,,,,,,,,,,,,,10,913,,,1625.6688748239994,,139,Y,star,0.0015346179989137454,,,,,1,0,,,,,,,,,,,,,1621.9578568489997,1621.9578568489997,1621.9578568489997,1621.9578568489997,1623.4661886310005,1623.4661886310005,1623.4661886310005,1623.4661886310005,1623.4661886310005,1623.4661886310005,1623.4661886310005,1623.4661886310005,repeat,number,numRpt,d,0.6741428960012854,noRew,,,3,,,,,1624.1671567739995,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,15,0,15,0,,,,,,,,,,,,,,,,1,914,,,1630.02332871,,174,U,triangle,0.0016933970000536647,,,,,1,0,,,,,,,,,,,,,1626.6458059289998,1626.6458059289998,1626.6458059289998,1626.6458059289998,1628.1544375270005,1628.1544375270005,1628.1544375270005,1628.1544375270005,1628.1544375270005,1628.1544375270005,1628.1544375270005,1628.1544375270005,repeat,number,numRpt,f,0.3461244350000925,noRew,,,3,,,,,1628.521863648999,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,16,0,16,0,,,,,,,,,,,,,,,,10,924,,,1634.7286090969992,,139,S,star,0.001873073999377084,,,,,1,0,,,,,,,,,,,,,1631.001028654,1631.001028654,1631.001028654,1631.001028654,1632.5093662719992,1632.5093662719992,1632.5093662719992,1632.5093662719992,1632.5093662719992,1632.5093662719992,1632.5093662719992,1632.5093662719992,switch,letter,lettSwt,k,0.6883140040008584,noRew,,,3,,,,,1633.2272875569997,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,17,0,17,0,,,,,,,,,,,,,,,,0,924,,,1639.6506468970001,,146,D,triangle,0.0012919279997731792,,,,,1,0,,,,,,,,,,,,,1635.705989697999,1635.705989697999,1635.705989697999,1635.705989697999,1637.2147860530004,1637.2147860530004,1637.2147860530004,1637.2147860530004,1637.2147860530004,1637.2147860530004,1637.2147860530004,1637.2147860530004,switch,number,numSwt,d,0.9094956120006827,noRew,,,3,,,,,1638.1489817889997,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,18,0,18,0,,,,,,,,,,,,,,,,10,934,,,1644.2557822549988,,181,B,triangle,0.0015089520002220524,,,,,1,0,,,,,,,,,,,,,1640.6285289549996,1640.6285289549996,1640.6285289549996,1640.6285289549996,1642.1368084059995,1642.1368084059995,1642.1368084059995,1642.1368084059995,1642.1368084059995,1642.1368084059995,1642.1368084059995,1642.1368084059995,switch,letter,lettSwt,j,0.5959695580004336,noRew,,,3,,,,,1642.7538708699994,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,19,0,19,0,,,,,,,,,,,,,,,,1,935,,,1648.8943265990001,,125,W,star,0.0017324979999102652,,,,,1,0,,,,,,,,,,,,,1645.232943859999,1645.232943859999,1645.232943859999,1645.232943859999,1646.741641347,1646.741641347,1646.741641347,1646.741641347,1646.741641347,1646.741641347,1646.741641347,1646.741641347,repeat,letter,lettRpt,k,0.6231888470010745,noRew,,,3,,,,,1647.392511475,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,20,0,20,0,,,,,,,,,,,,,,,,0,935,,,1653.4662901769989,,132,Y,triangle,0.0018008619990723673,,,,,1,0,,,,,,,,,,,,,1649.8718278529996,1649.8718278529996,1649.8718278529996,1649.8718278529996,1651.3802090850004,1651.3802090850004,1651.3802090850004,1651.3802090850004,1651.3802090850004,1651.3802090850004,1651.3802090850004,1651.3802090850004,switch,number,numSwt,d,0.5527243590004218,noRew,,,3,,,,,1651.9643304019992,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,21,0,21,0,,,,,,,,,,,,,,,,0,935,,,1658.2042130579994,,174,U,star,0.001933223000378348,,,,,0,0,,,,,,,,,,,,,1654.4440047930002,1654.4440047930002,1654.4440047930002,1654.4440047930002,1655.952131214999,1655.952131214999,1655.952131214999,1655.952131214999,1655.952131214999,1655.952131214999,1655.952131214999,1655.952131214999,repeat,number,NA,d,0.7249463460011611,noRew,,,3,,,,,1656.703184484999,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,22,0,22,0,,,,,,,,,,,,,,,,0,935,,,1662.725979069999,,167,F,triangle,0.0016283830009342637,,,,,1,1,,,,,,,,,,,,,1659.181907668999,1659.181907668999,1659.181907668999,1659.181907668999,1660.6903483059996,1660.6903483059996,1660.6903483059996,1660.6903483059996,1660.6903483059996,1660.6903483059996,1660.6903483059996,1660.6903483059996,repeat,number,numRpt,f,0.5141344710009434,noRew,,,3,,,,,1661.2247446759993,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,23,0,23,0,,,,,,,,,,,,,,,,10,945,,,1667.3811005440002,,160,H,star,0.0017954099985217908,,,,,1,0,,,,,,,,,,,,,1663.7031421230004,1663.7031421230004,1663.7031421230004,1663.7031421230004,1665.2124731780004,1665.2124731780004,1665.2124731780004,1665.2124731780004,1665.2124731780004,1665.2124731780004,1665.2124731780004,1665.2124731780004,switch,letter,lettSwt,j,0.6406535360019916,noRew,,,3,,,,,1665.8796434750002,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,24,0,24,0,,,,,,,,,,,,,,,,1,946,,,1671.9364177400003,,125,W,star,0.001789087000361178,,,,,1,0,,,,,,,,,,,,,1668.3598942179997,1668.3598942179997,1668.3598942179997,1668.3598942179997,1669.8676838800002,1669.8676838800002,1669.8676838800002,1669.8676838800002,1669.8676838800002,1669.8676838800002,1669.8676838800002,1669.8676838800002,repeat,letter,lettRpt,k,0.5375286560010863,noRew,,,3,,,,,1670.434922094999,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,25,0,25,0,,,,,,,,,,,,,,,,0,946,,,1676.4247394699996,,181,F,triangle,0.0015727709997008787,,,,,1,0,,,,,,,,,,,,,1672.914004549999,1672.914004549999,1672.914004549999,1672.914004549999,1674.4225380160005,1674.4225380160005,1674.4225380160005,1674.4225380160005,1674.4225380160005,1674.4225380160005,1674.4225380160005,1674.4225380160005,switch,number,numSwt,f,0.4783343990020512,noRew,,,3,,,,,1674.9229975580001,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,26,0,26,0,,,,,,,,,,,,,,,,1,947,,,1680.8626993939997,,174,H,triangle,0.00182119400051306,,,,,1,0,,,,,,,,,,,,,1677.4017148839994,1677.4017148839994,1677.4017148839994,1677.4017148839994,1678.9105279340001,1678.9105279340001,1678.9105279340001,1678.9105279340001,1678.9105279340001,1678.9105279340001,1678.9105279340001,1678.9105279340001,repeat,number,numRpt,f,0.4299118740018457,noRew,,,3,,,,,1679.3611867709988,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,0,27,0,27,0,,,,,,,,,,,,,,,,1,948,,,1685.5515036109991,,146,B,star,0.0014592659990739776,,,,,1,0,,,,,,,,,,,,,1681.8400874439994,1681.8400874439994,1681.8400874439994,1681.8400874439994,1683.3489639649997,1683.3489639649997,1683.3489639649997,1683.3489639649997,1683.3489639649997,1683.3489639649997,1683.3489639649997,1683.3489639649997,switch,letter,lettSwt,j,0.679737455000577,noRew,,,3,,,,,1684.0495505629988,,,,,,95034,2022-09-16_12h00.42.748,vts_reward_expectancy,2022.2.4,59.86118359128259,
