LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,training_fix.started,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,fix.started,fix.stopped,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpect,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,0,684,,,,167,S,circle,0.001103318001696607,1181.4743545979982,1181.9783720409978,,,,,1,0,,,,,,,,,,,1181.9783720409978,1181.9783720409978,1181.9783720409978,1181.9783720409978,1183.4799986479993,1183.4799986479993,1183.4799986479993,1183.4799986479993,1183.4799986479993,1183.4799986479993,1183.4799986479993,1183.4799986479993,repeat,number,numRpt,f,0.5933960410038708,noRew,,0,1184.097403896998,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,0,684,,,,160,W,triangle,0.0011151220023748465,1186.0789015109985,1186.583341319998,,,,,1,0,,,,,,,,,,,1186.583341319998,1186.583341319998,1186.583341319998,1186.583341319998,1188.0852556749996,1188.0852556749996,1188.0852556749996,1188.0852556749996,1188.0852556749996,1188.0852556749996,1188.0852556749996,1188.0852556749996,switch,letter,lettSwt,k,0.6514103690024058,noRew,,0,1188.769312305998,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,0,684,,,,132,H,hexagon,0.0013081940014672,1190.7509775299986,1191.2553764469994,,,,,1,0,,,,,,,,,,,1191.2553764469994,1191.2553764469994,1191.2553764469994,1191.2553764469994,1192.7569009090003,1192.7569009090003,1192.7569009090003,1192.7569009090003,1192.7569009090003,1192.7569009090003,1192.7569009090003,1192.7569009090003,repeat,letter,lettRpt,j,0.8286376900032337,noRew,,0,1193.607975461,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,0,684,,,,139,F,triangle,0.0010840239992830902,1195.5889250129985,1196.0939842810003,,,,,1,0,,,,,,,,,,,1196.0939842810003,1196.0939842810003,1196.0939842810003,1196.0939842810003,1197.5957242689983,1197.5957242689983,1197.5957242689983,1197.5957242689983,1197.5957242689983,1197.5957242689983,1197.5957242689983,1197.5957242689983,switch,number,numSwt,d,0.6457086500013247,noRew,,0,1198.2631575779997,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,1,685,,,,132,U,circle,0.0018025579993263818,1235.5675260509997,1236.0714428819992,,,,,1,0,,,,,,,,,,,1236.0714428819992,1236.0714428819992,1236.0714428819992,1236.0714428819992,1237.5731222499999,1237.5731222499999,1237.5731222499999,1237.5731222499999,1237.5731222499999,1237.5731222499999,1237.5731222499999,1237.5731222499999,switch,letter,lettSwt,k,0.5491755050024949,noRew,,0,,,space,7.544892527002958,high,1238.1414078359994,1239.6418957759997,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,10,695,,,,167,H,triangle,-0.0002587349990790244,1240.1225643869984,1240.626434259997,,,,,1,0,,,,,,,,,,,1240.626434259997,1240.626434259997,1240.626434259997,1240.626434259997,1242.1279861699986,1242.1279861699986,1242.1279861699986,1242.1279861699986,1242.1279861699986,1242.1279861699986,1242.1279861699986,1242.1279861699986,repeat,letter,lettRpt,j,0.6250502270013385,noRew,,0,,,,,high,1242.778683188997,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,10,705,,,,125,B,triangle,0.0010450779991515446,1244.7608353109972,1245.2648685519998,,,,,1,0,,,,,,,,,,,1245.2648685519998,1245.2648685519998,1245.2648685519998,1245.2648685519998,1246.766590490999,1246.766590490999,1246.766590490999,1246.766590490999,1246.766590490999,1246.766590490999,1246.766590490999,1246.766590490999,repeat,letter,lettRpt,j,0.5622305670003698,noRew,,0,,,,,high,1247.3508245599987,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,1,706,,,,160,W,circle,0.0006137860000308137,1249.3326246859979,1249.8363241909974,,,,,1,0,,,,,,,,,,,1249.8363241909974,1249.8363241909974,1249.8363241909974,1249.8363241909974,1251.3381502439988,1251.3381502439988,1251.3381502439988,1251.3381502439988,1251.3381502439988,1251.3381502439988,1251.3381502439988,1251.3381502439988,repeat,letter,lettRpt,k,0.7348678570015181,noRew,,0,,,,,high,1252.1055637799982,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,10,716,,,,139,F,triangle,0.0013382520010054577,1254.0879827989993,1254.5918180929984,,,,,1,0,,,,,,,,,,,1254.5918180929984,1254.5918180929984,1254.5918180929984,1254.5918180929984,1256.093741105,1256.093741105,1256.093741105,1256.093741105,1256.093741105,1256.093741105,1256.093741105,1256.093741105,switch,number,numSwt,d,0.5080893620033748,noRew,,0,,,,,high,1256.6276386289974,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,1,717,,,,181,S,circle,0.0009850999995251186,1258.6090585829988,1259.1135218889976,,,,,1,0,,,,,,,,,,,1259.1135218889976,1259.1135218889976,1259.1135218889976,1259.1135218889976,1260.6151751129983,1260.6151751129983,1260.6151751129983,1260.6151751129983,1260.6151751129983,1260.6151751129983,1260.6151751129983,1260.6151751129983,repeat,number,numRpt,f,1.6516755780030508,noRew,,0,,,,,high,1262.2836130469987,1263.7852475500003,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,1,718,,,,174,Y,circle,0.0006192319997353479,1264.2662515230004,1264.7696709209995,,,,,1,0,,,,,,,,,,,1264.7696709209995,1264.7696709209995,1264.7696709209995,1264.7696709209995,1266.2711783039995,1266.2711783039995,1266.2711783039995,1266.2711783039995,1266.2711783039995,1266.2711783039995,1266.2711783039995,1266.2711783039995,repeat,number,numRpt,f,2.186854265004513,noRew,,0,,,,,high,1268.4739421259983,1269.9756162619997,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,10,728,,,,146,D,triangle,0.0006918250001035631,1270.456510361997,1270.9599654949998,,,,,1,0,,,,,,,,,,,1270.9599654949998,1270.9599654949998,1270.9599654949998,1270.9599654949998,1272.4615800840002,1272.4615800840002,1272.4615800840002,1272.4615800840002,1272.4615800840002,1272.4615800840002,1272.4615800840002,1272.4615800840002,switch,letter,lettSwt,j,0.5240099830007239,noRew,,0,,,,,high,1273.011964202,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,0,728,,,,132,U,triangle,0.0011816280020866543,1274.9933101919996,1275.4981944819992,,,,,1,0,,,,,,,,,,,1275.4981944819992,1275.4981944819992,1275.4981944819992,1275.4981944819992,1276.9997979769978,1276.9997979769978,1276.9997979769978,1276.9997979769978,1276.9997979769978,1276.9997979769978,1276.9997979769978,1276.9997979769978,repeat,letter,lettRpt,k,0.7222086330039019,noRew,,0,,,,,high,1277.7546256399983,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,10,738,,,,167,H,circle,0.0010984189975715708,1279.7327851359987,1280.2367107859973,,,,,1,0,,,,,,,,,,,1280.2367107859973,1280.2367107859973,1280.2367107859973,1280.2367107859973,1281.738442597998,1281.738442597998,1281.738442597998,1281.738442597998,1281.738442597998,1281.738442597998,1281.738442597998,1281.738442597998,repeat,letter,lettRpt,j,0.9105757480028842,noRew,,0,,,,,high,1282.6728149849987,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,10,748,,,,125,B,triangle,0.001352999999653548,1284.6540871299985,1285.158799372999,,,,,1,0,,,,,,,,,,,1285.158799372999,1285.158799372999,1285.158799372999,1285.158799372999,1286.6606553799975,1286.6606553799975,1286.6606553799975,1286.6606553799975,1286.6606553799975,1286.6606553799975,1286.6606553799975,1286.6606553799975,repeat,letter,lettRpt,j,0.4280494570011797,noRew,,0,,,,,high,1287.1110583259979,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,0,748,,,,160,W,circle,0.0011616999981924891,1289.092727627998,1289.5973306779997,,,,,0,0,,,,,,,,,,,1289.5973306779997,1289.5973306779997,1289.5973306779997,1289.5973306779997,1291.0991087229995,1291.0991087229995,1291.0991087229995,1291.0991087229995,1291.0991087229995,1291.0991087229995,1291.0991087229995,1291.0991087229995,repeat,letter,NA,j,0.6145286659993872,noRew,,0,,,,,high,1291.7329286299973,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,10,758,,,,139,F,triangle,0.0007639830000698566,1293.7150952999982,1294.2189232839992,,,,,1,1,,,,,,,,,,,1294.2189232839992,1294.2189232839992,1294.2189232839992,1294.2189232839992,1295.720585709998,1295.720585709998,1295.720585709998,1295.720585709998,1295.720585709998,1295.720585709998,1295.720585709998,1295.720585709998,repeat,letter,lettRpt,j,0.36814610100191203,noRew,,0,,,,,high,1296.1209276259979,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,1,759,,,,181,S,circle,0.0007423769966408145,1298.1029804669997,1298.6071115880004,,,,,1,0,,,,,,,,,,,1298.6071115880004,1298.6071115880004,1298.6071115880004,1298.6071115880004,1300.1090025949998,1300.1090025949998,1300.1090025949998,1300.1090025949998,1300.1090025949998,1300.1090025949998,1300.1090025949998,1300.1090025949998,switch,number,numSwt,f,0.372306376000779,noRew,,0,,,,,high,1300.5094080710005,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,0,759,,,,174,Y,circle,0.0011080809999839403,1302.4912044209996,1302.995093917998,,,,,0,0,,,,,,,,,,,1302.995093917998,1302.995093917998,1302.995093917998,1302.995093917998,1304.4971276670003,1304.4971276670003,1304.4971276670003,1304.4971276670003,1304.4971276670003,1304.4971276670003,1304.4971276670003,1304.4971276670003,repeat,number,NA,d,0.3596420330031833,noRew,,0,,,,,high,1304.8808035469992,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,1,760,,,,146,D,triangle,0.001238574997842079,1306.8623547079987,1307.3666947349993,,,,,1,1,,,,,,,,,,,1307.3666947349993,1307.3666947349993,1307.3666947349993,1307.3666947349993,1308.8682654410004,1308.8682654410004,1308.8682654410004,1308.8682654410004,1308.8682654410004,1308.8682654410004,1308.8682654410004,1308.8682654410004,switch,letter,lettSwt,j,0.5017967150051845,noRew,,0,,,,,high,1309.402383343,1310.902538631999,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,10,770,,,,160,H,circle,-0.00038027499977033585,1311.3816138259972,1311.8885418639984,,,,,1,0,,,,,,,,,,,1311.8885418639984,1311.8885418639984,1311.8885418639984,1311.8885418639984,1313.3899666899997,1313.3899666899997,1313.3899666899997,1313.3899666899997,1313.3899666899997,1313.3899666899997,1313.3899666899997,1313.3899666899997,switch,number,numSwt,f,0.41931828200176824,noRew,,0,,,,,high,1313.8405963259975,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,10,780,,,,167,B,triangle,0.0010056790015369188,1315.822503812,1316.3268587849998,,,,,1,0,,,,,,,,,,,1316.3268587849998,1316.3268587849998,1316.3268587849998,1316.3268587849998,1317.828332740999,1317.828332740999,1317.828332740999,1317.828332740999,1317.828332740999,1317.828332740999,1317.828332740999,1317.828332740999,repeat,number,numRpt,f,0.5721206390044244,noRew,,0,,,,,high,1318.428871928998,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,10,790,,,,174,D,triangle,0.0007603319972986355,1320.411267182997,1320.9149035049995,,,,,1,0,,,,,,,,,,,1320.9149035049995,1320.9149035049995,1320.9149035049995,1320.9149035049995,1322.4165385989982,1322.4165385989982,1322.4165385989982,1322.4165385989982,1322.4165385989982,1322.4165385989982,1322.4165385989982,1322.4165385989982,repeat,number,numRpt,f,0.44997358900582185,noRew,,0,,,,,high,1322.8839477969996,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,10,800,,,,146,S,circle,0.0008801940020930488,1324.8657732909996,1325.3698025519989,,,,,1,0,,,,,,,,,,,1325.3698025519989,1325.3698025519989,1325.3698025519989,1325.3698025519989,1326.8714628199996,1326.8714628199996,1326.8714628199996,1326.8714628199996,1326.8714628199996,1326.8714628199996,1326.8714628199996,1326.8714628199996,switch,letter,lettSwt,k,0.522692893002386,noRew,,0,,,,,high,1327.4221545719993,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,10,810,,,,125,U,triangle,0.0011868430010508746,1329.4032505789983,1329.908418363997,,,,,1,0,,,,,,,,,,,1329.908418363997,1329.908418363997,1329.908418363997,1329.908418363997,1331.4099233909983,1331.4099233909983,1331.4099233909983,1331.4099233909983,1331.4099233909983,1331.4099233909983,1331.4099233909983,1331.4099233909983,repeat,letter,lettRpt,k,0.47959499900389346,noRew,,0,,,,,high,1331.9103416759972,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,1,811,,,,181,Y,circle,0.0012651220022235066,1333.892864526999,1334.3968081540006,,,,,1,0,,,,,,,,,,,1334.3968081540006,1334.3968081540006,1334.3968081540006,1334.3968081540006,1335.8984779579987,1335.8984779579987,1335.8984779579987,1335.8984779579987,1335.8984779579987,1335.8984779579987,1335.8984779579987,1335.8984779579987,switch,number,numSwt,f,0.35817905200383393,noRew,,0,,,,,high,1336.2821279359996,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,1,812,,,,139,W,circle,0.0009468139978707768,1338.2634447050004,1338.768246413998,,,,,1,0,,,,,,,,,,,1338.768246413998,1338.768246413998,1338.768246413998,1338.768246413998,1340.270024565998,1340.270024565998,1340.270024565998,1340.270024565998,1340.270024565998,1340.270024565998,1340.270024565998,1340.270024565998,switch,letter,lettSwt,k,0.6190743740044127,noRew,,0,,,,,high,1340.9204492509998,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,0,812,,,,132,F,triangle,0.0009561039987602271,1342.9024518549995,1343.4065137750003,,,,,0,0,,,,,,,,,,,1343.4065137750003,1343.4065137750003,1343.4065137750003,1343.4065137750003,1344.9080963509987,1344.9080963509987,1344.9080963509987,1344.9080963509987,1344.9080963509987,1344.9080963509987,1344.9080963509987,1344.9080963509987,repeat,letter,NA,k,0.509507635000773,noRew,,0,,,,,high,1345.442113953999,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,10,822,,,,125,D,triangle,0.0010037009997176938,1347.4240891839981,1347.9280279179984,,,,,1,1,,,,,,,,,,,1347.9280279179984,1347.9280279179984,1347.9280279179984,1347.9280279179984,1349.4299728579972,1349.4299728579972,1349.4299728579972,1349.4299728579972,1349.4299728579972,1349.4299728579972,1349.4299728579972,1349.4299728579972,repeat,letter,lettRpt,j,0.5725250780014903,noRew,,0,,,,,high,1350.0304062449977,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,25,0,25,0,,,,,,,,,,,,,,,,1,823,,,,181,F,circle,0.0013733589985349681,1352.0117307209985,1352.516688847998,,,,,1,0,,,,,,,,,,,1352.516688847998,1352.516688847998,1352.516688847998,1352.516688847998,1354.0181844139988,1354.0181844139988,1354.0181844139988,1354.0181844139988,1354.0181844139988,1354.0181844139988,1354.0181844139988,1354.0181844139988,repeat,letter,lettRpt,j,0.4388120380026521,noRew,,0,,,,,high,1354.4853493909977,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,26,0,26,0,,,,,,,,,,,,,,,,1,824,,,,160,W,triangle,0.0009172099998977501,1356.467480084997,1356.9716493909982,,,,,1,0,,,,,,,,,,,1356.9716493909982,1356.9716493909982,1356.9716493909982,1356.9716493909982,1358.4729887499998,1358.4729887499998,1358.4729887499998,1358.4729887499998,1358.4729887499998,1358.4729887499998,1358.4729887499998,1358.4729887499998,repeat,letter,lettRpt,k,0.6494006800021452,noRew,,0,,,,,high,1359.1404003009993,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,27,0,27,0,,,,,,,,,,,,,,,,1,825,,,,174,H,circle,0.0007593689988425467,1361.1216843429975,1361.6264475709977,,,,,1,0,,,,,,,,,,,1361.6264475709977,1361.6264475709977,1361.6264475709977,1361.6264475709977,1363.1285216789984,1363.1285216789984,1363.1285216789984,1363.1285216789984,1363.1285216789984,1363.1285216789984,1363.1285216789984,1363.1285216789984,switch,number,numSwt,f,0.5519278660030977,noRew,,0,,,,,high,1363.7121925430001,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,28,0,28,0,,,,,,,,,,,,,,,,1,826,,,,167,Y,circle,0.0010311279984307475,1365.6942981479988,1366.1984677729997,,,,,1,0,,,,,,,,,,,1366.1984677729997,1366.1984677729997,1366.1984677729997,1366.1984677729997,1367.699859835,1367.699859835,1367.699859835,1367.699859835,1367.699859835,1367.699859835,1367.699859835,1367.699859835,repeat,number,numRpt,f,0.44584785000188276,noRew,,0,,,,,high,1368.1672938769989,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,29,0,29,0,,,,,,,,,,,,,,,,10,836,,,,132,S,triangle,0.001114086997404229,1370.149219158,1370.6532118549985,,,,,1,0,,,,,,,,,,,1370.6532118549985,1370.6532118549985,1370.6532118549985,1370.6532118549985,1372.1548465889973,1372.1548465889973,1372.1548465889973,1372.1548465889973,1372.1548465889973,1372.1548465889973,1372.1548465889973,1372.1548465889973,repeat,number,numRpt,d,0.4701184130026377,noRew,,0,,,,,high,1372.6553909359973,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,30,0,30,0,,,,,,,,,,,,,,,,10,846,,,,139,U,triangle,0.001170847001048969,1374.637665844999,1375.1413157819989,,,,,1,0,,,,,,,,,,,1375.1413157819989,1375.1413157819989,1375.1413157819989,1375.1413157819989,1376.6434863260001,1376.6434863260001,1376.6434863260001,1376.6434863260001,1376.6434863260001,1376.6434863260001,1376.6434863260001,1376.6434863260001,repeat,number,numRpt,d,0.5671217780036386,noRew,,0,,,,,high,1377.2269432529974,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
