LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,training_fix.started,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,fix.started,fix.stopped,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpect,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,1,8,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.7769873929974,486.26097412299714,486.26097412299714,486.26097412299714,486.26097412299714,486.26097412299714,486.26097412299714,486.26097412299714,486.26097412299714,486.26097412299714,a,1.020552050002152,1,561,2,487.31227713000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,1,9,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.8137289240003,489.2977000899991,489.2977000899991,489.2977000899991,489.2977000899991,489.2977000899991,489.2977000899991,489.2977000899991,489.2977000899991,489.2977000899991,a,0.7852574839998852,1,562,2,490.115369621999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,1,10,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,491.6171147399982,492.1009948739993,492.1009948739993,492.1009948739993,492.1009948739993,492.1009948739993,492.1009948739993,492.1009948739993,492.1009948739993,492.1009948739993,l,0.7811602120018506,10,572,2,492.90156730299714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,1,11,23,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494.40331809299823,494.88726761499856,494.88726761499856,494.88726761499856,494.88726761499856,494.88726761499856,494.88726761499856,494.88726761499856,494.88726761499856,494.88726761499856,a,1.6826979430043139,10,582,2,496.58902764199956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
1,0,0,0,0,1,0,0,triangle,circle,2,0,2,0,2,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.0908174529977,498.57443534199774,498.57443534199774,498.57443534199774,498.57443534199774,498.57443534199774,498.57443534199774,498.57443534199774,498.57443534199774,498.57443534199774,a,1.075083623003593,10,592,2,499.67580792599983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
0,0,1,0,0,1,0,0,hexagon,circle,2,0,2,0,2,1,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.1774276629985,501.6613352129971,501.6613352129971,501.6613352129971,501.6613352129971,501.6613352129971,501.6613352129971,501.6613352129971,501.6613352129971,501.6613352129971,a,1.1638048580025497,10,602,2,502.84595733899914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
0,1,0,0,1,0,0,0,circle,triangle,2,0,2,0,2,2,26,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.34754966499895,504.8315438969985,504.8315438969985,504.8315438969985,504.8315438969985,504.8315438969985,504.8315438969985,504.8315438969985,504.8315438969985,504.8315438969985,l,0.5535902440024074,10,612,2,505.4154347479998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
0,0,1,0,1,0,0,0,hexagon,triangle,2,0,2,0,2,3,27,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.9173730679977,507.4011117909977,507.4011117909977,507.4011117909977,507.4011117909977,507.4011117909977,507.4011117909977,507.4011117909977,507.4011117909977,507.4011117909977,l,1.232683538004494,10,622,2,508.6524008999986,510.1538728259984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
1,0,0,0,0,0,1,0,triangle,hexagon,2,0,2,0,2,4,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.1538728259984,510.63821151999946,510.63821151999946,510.63821151999946,510.63821151999946,510.63821151999946,510.63821151999946,510.63821151999946,510.63821151999946,510.63821151999946,a,1.6681578290008474,10,632,2,512.3230125659975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
0,1,0,0,0,0,1,0,circle,hexagon,2,0,2,0,2,5,29,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.8247650049998,514.3086709809977,514.3086709809977,514.3086709809977,514.3086709809977,514.3086709809977,514.3086709809977,514.3086709809977,514.3086709809977,514.3086709809977,l,3.0846337720031443,10,642,2,517.4121350360001,518.913795229997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
0,0,0,1,0,1,0,0,star ,circle,2,0,2,0,2,6,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.913795229997,519.3976920299974,519.3976920299974,519.3976920299974,519.3976920299974,519.3976920299974,519.3976920299974,519.3976920299974,519.3976920299974,519.3976920299974,a,2.570790677000332,10,652,2,522.0006606329989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
0,0,1,0,0,0,0,1,hexagon,star,2,0,2,0,2,7,31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.5019655920005,523.9859563939972,523.9859563939972,523.9859563939972,523.9859563939972,523.9859563939972,523.9859563939972,523.9859563939972,523.9859563939972,523.9859563939972,a,2.6392910670037963,1,653,2,526.6553746110003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
0,0,0,1,0,0,1,0,star,hexagon,2,0,2,0,2,8,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.1571958919994,528.641415586997,528.641415586997,528.641415586997,528.641415586997,528.641415586997,528.641415586997,528.641415586997,528.641415586997,528.641415586997,l,2.240849188005086,10,663,2,530.9100400770003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
0,0,0,1,1,0,0,0,star,triangle,2,0,2,0,2,9,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.4118619399997,532.8956309959976,532.8956309959976,532.8956309959976,532.8956309959976,532.8956309959976,532.8956309959976,532.8956309959976,532.8956309959976,532.8956309959976,l,1.034835958005715,10,673,2,533.9470210099971,535.4485168379979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
0,1,0,0,0,0,0,1,circle,star,2,0,2,0,2,10,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.4485168379979,535.9322221559996,535.9322221559996,535.9322221559996,535.9322221559996,535.9322221559996,535.9322221559996,535.9322221559996,535.9322221559996,535.9322221559996,l,2.220688310000696,1,674,2,538.1846781780005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
1,0,0,0,0,0,0,1,triangle,star,2,0,2,0,2,11,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.6865633319976,540.1704208999981,540.1704208999981,540.1704208999981,540.1704208999981,540.1704208999981,540.1704208999981,540.1704208999981,540.1704208999981,540.1704208999981,a,0.5908564900018973,10,684,2,540.7876026390004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,H,star,0.0022136360021249857,594.1975734419975,594.6972149289977,594.6972149289977,596.1990239900006,596.1990239900006,596.1990239900006,1,0,d,2.610338144000707,0,598.8351138049984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,W,circle,0.0009297880023950711,600.8166985209973,601.3211630469996,601.3211630469996,602.8228725169974,602.8228725169974,602.8228725169974,1,0,d,0.569826130005822,0,603.4236179539985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,D,hexagon,0.0012825839985453058,605.4048020839982,605.9096158399989,605.9096158399989,607.4111182759989,607.4111182759989,607.4111182759989,1,0,d,0.5896535740030231,0,608.0286489089995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,Y,triangle,0.0007878169999457896,610.0096590159992,610.514750301998,610.514750301998,612.0163917499995,612.0163917499995,612.0163917499995,1,0,f,0.7218148430038127,0,612.7669625689996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,B,circle,0.0012519590018200688,614.7491204709986,615.253157911,615.253157911,616.7547662769975,616.7547662769975,616.7547662769975,1,0,d,0.8304988010022498,0,617.6058536950004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,U,star,0.001075790001777932,619.5870711949974,620.0923855839974,620.0923855839974,621.5936697389989,621.5936697389989,621.5936697389989,1,0,f,0.6238025670027127,0,622.2442263729972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,F,hexagon,0.0011214639998797793,624.2287683059985,624.7303629649978,624.7303629649978,626.231971109999,626.231971109999,626.231971109999,1,0,f,0.6251076490007108,0,626.8827527089998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,S,triangle,0.0009345409998786636,628.8646506810001,629.3687872619994,629.3687872619994,630.8705601740003,630.8705601740003,630.8705601740003,1,0,f,0.5221126080032263,0,631.4213640540002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,H,triangle,0.0012186759995529428,633.4034263329995,633.9070846299983,633.9070846299983,635.4088915739994,635.4088915739994,635.4088915739994,1,0,d,0.9917831270031456,0,636.4266155549994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,W,hexagon,0.0007555140000476968,638.4087933439987,638.9126709890006,638.9126709890006,640.4141847049978,640.4141847049978,640.4141847049978,1,0,d,0.5628130850018351,0,640.9986018489981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,W,circle,0.0021371840011852328,683.5755951840001,684.0791055289992,,,,,1,0,,,1,687.0327829259986,684.0791055289992,685.5809267939985,685.5809267939985,685.5809267939985,k,1.428257632000168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,H,hexagon,0.001028397000482073,689.014543964,689.5183290309978,,,,,0,0,,,1,691.7376583980003,689.5183290309978,691.0201975359996,691.0201975359996,691.0201975359996,k,0.692635056002473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,S,triangle,0.0008884030030458234,693.7196351509992,694.2235085869979,,,,,1,1,,,1,696.8433935369976,694.2235085869979,695.7252063619999,695.7252063619999,695.7252063619999,k,1.0918588470012764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,Y,star,0.0008381600018765312,698.8251926249977,699.3293006040003,,,,,1,0,,,1,701.665173764999,699.3293006040003,700.8309078919992,700.8309078919992,700.8309078919992,k,0.8016715280027711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,D,star,0.0008944040018832311,703.6472701959974,704.1512451399976,,,,,1,0,,,1,706.4537981489993,704.1512451399976,705.6528450119986,705.6528450119986,705.6528450119986,j,0.7809616470040055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,U,triangle,0.001089222998416517,708.4360565319985,708.9398430109977,,,,,1,0,,,1,711.1919437039978,708.9398430109977,710.4413889009993,710.4413889009993,710.4413889009993,k,0.7193085850049101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181,F,circle,0.0014794219969189726,713.1741744039973,713.680469466999,,,,,1,0,,,1,716.2147896919996,713.680469466999,715.1803362949977,715.1803362949977,715.1803362949977,j,1.012471648002247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,B,hexagon,0.001277915001992369,718.196982964997,718.700697379998,,,,,1,0,,,1,720.9364443829982,718.700697379998,720.20238952,720.20238952,720.20238952,j,0.7021047950038337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,W,triangle,0.001284827998460969,722.9186468199987,723.4226919020002,,,,,1,0,,,1,725.6750828369986,723.4226919020002,724.9242831869997,724.9242831869997,724.9242831869997,k,0.7342511310016562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,H,star,0.0005123870032548439,727.6573091369974,728.1610130739973,,,,,1,0,,,1,731.7816678849995,728.1610130739973,729.6627246930002,729.6627246930002,729.6627246930002,j,2.097741400000814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,684,,,,181,H,hexagon,0.0021956460004730616,777.4960393299989,777.9996177969988,,,,,0,0,,,2,,,,,,,,777.9996177969988,777.9996177969988,777.9996177969988,777.9996177969988,779.5011205640003,779.5011205640003,779.5011205640003,779.5011205640003,779.5011205640003,779.5011205640003,779.5011205640003,779.5011205640003,-1,letter,NA,k,1.652848386002006,vtsPrac,781.1865263449981,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,684,,,,167,U,circle,0.000818419001006987,783.1686193530004,783.6724144159998,,,,,1,1,,,2,,,,,,,,783.6724144159998,783.6724144159998,783.6724144159998,783.6724144159998,785.174050030997,785.174050030997,785.174050030997,785.174050030997,785.174050030997,785.174050030997,785.174050030997,785.174050030997,switch,number,numSwt,f,2.7079061110016482,vtsPrac,787.9104457379981,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,684,,,,174,S,star,0.001100429999496555,789.8928761520001,790.3964616519988,,,,,1,0,,,2,,,,,,,,790.3964616519988,790.3964616519988,790.3964616519988,790.3964616519988,791.898190631,791.898190631,791.898190631,791.898190631,791.898190631,791.898190631,791.898190631,791.898190631,switch,letter,lettSwt,k,0.7436144340026658,vtsPrac,792.665432562997,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,684,,,,132,B,hexagon,0.0011423320029280148,794.6475020759972,795.1516337590001,,,,,1,0,,,2,,,,,,,,795.1516337590001,795.1516337590001,795.1516337590001,795.1516337590001,796.6533511060006,796.6533511060006,796.6533511060006,796.6533511060006,796.6533511060006,796.6533511060006,796.6533511060006,796.6533511060006,switch,number,numSwt,d,1.0045170380035415,vtsPrac,797.6876570789973,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,684,,,,181,H,triangle,0.001091235000785673,799.6697406299972,800.173858504997,,,,,1,0,,,2,,,,,,,,800.173858504997,800.173858504997,800.173858504997,800.173858504997,801.6754927689981,801.6754927689981,801.6754927689981,801.6754927689981,801.6754927689981,801.6754927689981,801.6754927689981,801.6754927689981,repeat,number,numRpt,f,0.7816269020040636,vtsPrac,802.4762632649981,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,684,,,,167,U,hexagon,0.000543811998795718,804.4583606619999,804.9625011719982,,,,,1,0,,,2,,,,,,,,804.9625011719982,804.9625011719982,804.9625011719982,804.9625011719982,806.464139017,806.464139017,806.464139017,806.464139017,806.464139017,806.464139017,806.464139017,806.464139017,repeat,number,numRpt,f,1.257466535000276,vtsPrac,807.7488782599976,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,684,,,,174,S,hexagon,0.0009791470001800917,809.7309345539979,810.2349986929985,,,,,1,0,,,2,,,,,,,,810.2349986929985,810.2349986929985,810.2349986929985,810.2349986929985,811.7366789519983,811.7366789519983,811.7366789519983,811.7366789519983,811.7366789519983,811.7366789519983,811.7366789519983,811.7366789519983,switch,letter,lettSwt,k,1.0810048730018025,vtsPrac,812.8381954139986,,,,,,,,,,,,,,,,,,,,,,,36290,2022-09-21_10h13.54.520,vts_reward_expectancy_OFFLINE,2022.2.4,59.912243422048526,
