LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,training_fix.started,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,fix.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,top_target_prac1.stopped,bott_target_prac1.stopped,target_resp_prac1.stopped,acc,E1,target_resp_prac1.keys,pracBlock,prac_fback_text.started,target_resp_prac1.rt,prac_fback_text.stopped,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,alt,task,condition,target_resp.keys,target_resp.rt,rewCond,vts_fback.started,vts_fback.stopped,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,rewExpect,feedbk_text.started,feedbk_text.stopped,text_3.started,text_3.stopped,button.started,debrief.index,debrief.itemText,debrief.type,debrief.granularity,debrief.font,debrief.markerColor,debrief.response,debrief.rt,button.numClicks,button.timesOn,button.timesOff,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.37690806700266,space,25.768465558998287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.587015168996,77.06136097700073,77.06136097700073,77.06136097700073,77.06136097700073,77.06136097700073,77.06136097700073,77.06136097700073,77.06136097700073,77.06136097700073,l,2.451935545002925,10,10,0,79.54259839600127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.05238217499573,81.53646807099722,81.53646807099722,81.53646807099722,81.53646807099722,81.53646807099722,81.53646807099722,81.53646807099722,81.53646807099722,81.53646807099722,a,0.7127688779946766,10,20,0,82.27202105300239,83.77261766100128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.77261766100128,84.27267465399927,84.27267465399927,84.27267465399927,84.27267465399927,84.27267465399927,84.27267465399927,84.27267465399927,84.27267465399927,84.27267465399927,l,1.6484027319966117,1,21,0,85.94047699699877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,3,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4424562560016,87.92646024200076,87.92646024200076,87.92646024200076,87.92646024200076,87.92646024200076,87.92646024200076,87.92646024200076,87.92646024200076,87.92646024200076,l,1.6026594389986712,1,22,0,89.55882765600109,91.05991735200223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.05991735200223,91.54392657300195,91.54392657300195,91.54392657300195,91.54392657300195,91.54392657300195,91.54392657300195,91.54392657300195,91.54392657300195,91.54392657300195,a,1.705582176997268,1,23,0,93.27986763400258,94.78014415600046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,5,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.78014415600046,95.28034230799676,95.28034230799676,95.28034230799676,95.28034230799676,95.28034230799676,95.28034230799676,95.28034230799676,95.28034230799676,95.28034230799676,l,0.9365589379958692,10,33,0,96.24747560499964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.74979904799693,98.23380175900093,98.23380175900093,98.23380175900093,98.23380175900093,98.23380175900093,98.23380175900093,98.23380175900093,98.23380175900093,98.23380175900093,a,0.9684133080008905,1,34,0,99.23408634599764,100.73465121800109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.73465121800109,101.21686098400096,101.21686098400096,101.21686098400096,101.21686098400096,101.21686098400096,101.21686098400096,101.21686098400096,101.21686098400096,101.21686098400096,l,1.5688341770000989,10,44,0,102.80401477399573,104.30331621699588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.30331621699588,104.7874067379962,104.7874067379962,104.7874067379962,104.7874067379962,104.7874067379962,104.7874067379962,104.7874067379962,104.7874067379962,104.7874067379962,a,1.7743808040031581,10,54,0,106.5880276129974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.09098037499643,108.57335132099979,108.57335132099979,108.57335132099979,108.57335132099979,108.57335132099979,108.57335132099979,108.57335132099979,108.57335132099979,108.57335132099979,a,1.1884865349929896,1,55,0,109.79246720099763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.30846869300149,111.77719559099933,111.77719559099933,111.77719559099933,111.77719559099933,111.77719559099933,111.77719559099933,111.77719559099933,111.77719559099933,111.77719559099933,a,1.4239181180018932,1,56,0,113.2282613560019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.74473084499914,115.21073042199714,115.21073042199714,115.21073042199714,115.21073042199714,115.21073042199714,115.21073042199714,115.21073042199714,115.21073042199714,115.21073042199714,a,1.1668815539960633,10,66,0,116.39690449999762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,0,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.89826325600006,118.38062681900192,118.38062681900192,118.38062681900192,118.38062681900192,118.38062681900192,118.38062681900192,118.38062681900192,118.38062681900192,118.38062681900192,l,1.0844314319983823,10,76,0,119.49872378399596,120.99922942699777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,1,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.99922942699777,121.48143617199821,121.48143617199821,121.48143617199821,121.48143617199821,121.48143617199821,121.48143617199821,121.48143617199821,121.48143617199821,121.48143617199821,a,1.9037006610014942,10,86,0,123.4015542720008,124.90211565900245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,2,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.90211565900245,125.40255271599744,125.40255271599744,125.40255271599744,125.40255271599744,125.40255271599744,125.40255271599744,125.40255271599744,125.40255271599744,125.40255271599744,l,2.751191597999423,10,96,0,128.17201294400002,129.67252129299595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,3,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.67252129299595,130.1726637190004,130.1726637190004,130.1726637190004,130.1726637190004,130.1726637190004,130.1726637190004,130.1726637190004,130.1726637190004,130.1726637190004,a,1.357291025997256,10,106,0,131.55677445699985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,4,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0589575289996,133.54148642299697,133.54148642299697,133.54148642299697,133.54148642299697,133.54148642299697,133.54148642299697,133.54148642299697,133.54148642299697,133.54148642299697,l,0.9962294899960398,10,116,0,134.55983021800057,136.06010977299593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,5,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.06010977299593,136.5424048509958,136.5424048509958,136.5424048509958,136.5424048509958,136.5424048509958,136.5424048509958,136.5424048509958,136.5424048509958,136.5424048509958,l,1.6832979090031586,1,117,0,138.24688947999675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,6,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.76305305899587,140.2289897169976,140.2289897169976,140.2289897169976,140.2289897169976,140.2289897169976,140.2289897169976,140.2289897169976,140.2289897169976,140.2289897169976,a,1.3249191689974396,10,127,0,141.58079973200074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,7,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.08262232499692,143.5667434930001,143.5667434930001,143.5667434930001,143.5667434930001,143.5667434930001,143.5667434930001,143.5667434930001,143.5667434930001,143.5667434930001,l,1.195017606994952,1,128,0,144.78497753199917,146.28396275400155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,8,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.28396275400155,146.7692284559962,146.7692284559962,146.7692284559962,146.7692284559962,146.7692284559962,146.7692284559962,146.7692284559962,146.7692284559962,146.7692284559962,a,1.8642702629949781,1,129,0,148.65375280300213,150.15391899899987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,9,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.15391899899987,150.63641256900155,150.63641256900155,150.63641256900155,150.63641256900155,150.63641256900155,150.63641256900155,150.63641256900155,150.63641256900155,150.63641256900155,a,1.5330010409961687,10,139,0,152.191661922996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,10,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.7062482199981,154.1903416139976,154.1903416139976,154.1903416139976,154.1903416139976,154.1903416139976,154.1903416139976,154.1903416139976,154.1903416139976,154.1903416139976,a,2.6595458930023597,1,140,0,156.8780940689976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,11,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.3938958610015,158.85980289399595,158.85980289399595,158.85980289399595,158.85980289399595,158.85980289399595,158.85980289399595,158.85980289399595,158.85980289399595,158.85980289399595,a,1.1418385169963585,1,141,0,160.0300379399996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,0,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.54498888799571,162.01393821099919,162.01393821099919,162.01393821099919,162.01393821099919,162.01393821099919,162.01393821099919,162.01393821099919,162.01393821099919,162.01393821099919,l,3.411465973003942,1,142,0,165.44741321200127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,1,25,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.9504049820025,167.43442093500198,167.43442093500198,167.43442093500198,167.43442093500198,167.43442093500198,167.43442093500198,167.43442093500198,167.43442093500198,167.43442093500198,l,2.263061473997368,1,143,0,169.7173407980008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,2,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.2178808039971,171.70759057599935,171.70759057599935,171.70759057599935,171.70759057599935,171.70759057599935,171.70759057599935,171.70759057599935,171.70759057599935,171.70759057599935,l,1.9899304210048285,10,153,0,173.72247556300135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,3,27,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.23873378799908,175.70465362999676,175.70465362999676,175.70465362999676,175.70465362999676,175.70465362999676,175.70465362999676,175.70465362999676,175.70465362999676,175.70465362999676,l,1.6652518109985976,1,154,0,177.39232350800012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,4,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.9084648930002,179.37440490500012,179.37440490500012,179.37440490500012,179.37440490500012,179.37440490500012,179.37440490500012,179.37440490500012,179.37440490500012,179.37440490500012,l,1.6108979800046654,1,155,0,181.00933237199934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,5,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.510659546002,182.994774271996,182.994774271996,182.994774271996,182.994774271996,182.994774271996,182.994774271996,182.994774271996,182.994774271996,182.994774271996,l,0.8062550009999541,1,156,0,183.82923100799962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,6,30,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.34588493000047,185.81187833500007,185.81187833500007,185.81187833500007,185.81187833500007,185.81187833500007,185.81187833500007,185.81187833500007,185.81187833500007,185.81187833500007,a,1.9019167689984897,1,157,0,187.73106984399783,189.2317944890019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,7,31,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.2317944890019,189.7160227639979,189.7160227639979,189.7160227639979,189.7160227639979,189.7160227639979,189.7160227639979,189.7160227639979,189.7160227639979,189.7160227639979,a,1.4376216199962073,1,158,0,191.1822887679955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,8,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.6856643430001,193.16847895299725,193.16847895299725,193.16847895299725,193.16847895299725,193.16847895299725,193.16847895299725,193.16847895299725,193.16847895299725,193.16847895299725,a,1.632890673005022,10,168,0,194.8202199610023,196.31945863000146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,9,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.31945863000146,196.80580859399925,196.80580859399925,196.80580859399925,196.80580859399925,196.80580859399925,196.80580859399925,196.80580859399925,196.80580859399925,196.80580859399925,a,2.28383859799942,1,169,0,199.12315960299748,200.6237489529958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,10,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.6237489529958,201.12366440199548,201.12366440199548,201.12366440199548,201.12366440199548,201.12366440199548,201.12366440199548,201.12366440199548,201.12366440199548,201.12366440199548,a,1.637212854999234,1,170,0,202.79309939000086,204.29398200099968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,11,35,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.29398200099968,204.7760194549992,204.7760194549992,204.7760194549992,204.7760194549992,204.7760194549992,204.7760194549992,204.7760194549992,204.7760194549992,204.7760194549992,a,1.5776071790023707,1,171,0,206.37680532300146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.45734008200088,211.93321556400042,211.93321556400042,211.93321556400042,211.93321556400042,211.93321556400042,211.93321556400042,211.93321556400042,211.93321556400042,211.93321556400042,l,1.6446504439954879,10,181,1,213.6016884779965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
1,0,0,0,0,0,0,1,triangle,star,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.11791997899854,215.5841751639964,215.5841751639964,215.5841751639964,215.5841751639964,215.5841751639964,215.5841751639964,215.5841751639964,215.5841751639964,215.5841751639964,l,1.9287193669952103,10,191,1,217.53630776199861,219.03694130799704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
1,0,0,0,0,0,1,0,triangle,hexagon,1,0,1,0,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.03694130799704,219.52127418199962,219.52127418199962,219.52127418199962,219.52127418199962,219.52127418199962,219.52127418199962,219.52127418199962,219.52127418199962,219.52127418199962,l,1.791905701997166,1,192,1,221.33949252499588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
0,1,0,0,0,0,0,1,circle,star,1,0,1,0,0,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.84080645500217,223.32451329300238,223.32451329300238,223.32451329300238,223.32451329300238,223.32451329300238,223.32451329300238,223.32451329300238,223.32451329300238,223.32451329300238,a,1.629010857992398,1,193,1,224.9750306470014,226.47574417800206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42648,2022-09-21_10h16.19.302,vts_reward_expectancy_OFFLINE,2022.2.4,60.10703668737808,
