LTriangleOpac,LCircleOpac,LHexagonOpac,LStarOpac,RTriangleOpac,RCircleOpac,RHexagonOpac,RStarOpac,LShape_ID,RShape_ID,training_blocks.thisRepN,training_blocks.thisTrialN,training_blocks.thisN,training_blocks.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,task1_prac_redo.thisRepN,task1_prac_redo.thisTrialN,task1_prac_redo.thisN,task1_prac_redo.thisIndex,task1_prac_trials.thisRepN,task1_prac_trials.thisTrialN,task1_prac_trials.thisN,task1_prac_trials.thisIndex,task2_prac_redo.thisRepN,task2_prac_redo.thisTrialN,task2_prac_redo.thisN,task2_prac_redo.thisIndex,task2_praac_trials.thisRepN,task2_praac_trials.thisTrialN,task2_praac_trials.thisN,task2_praac_trials.thisIndex,vts_prac_redo.thisRepN,vts_prac_redo.thisTrialN,vts_prac_redo.thisN,vts_prac_redo.thisIndex,vts_practice_trials.thisRepN,vts_practice_trials.thisTrialN,vts_practice_trials.thisN,vts_practice_trials.thisIndex,trials_norew.thisRepN,trials_norew.thisTrialN,trials_norew.thisN,trials_norew.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_rew.thisRepN,trials_rew.thisTrialN,trials_rew.thisN,trials_rew.thisIndex,key_resp.started,key_resp.keys,key_resp.rt,left_circle.started,right_circle.started,left_triangle.started,right_triangle.started,left_star.started,right_star.started,left_hexagon.started,right_hexagon.started,training_fix.started,training_resp.started,training_resp.keys,training_resp.rt,points_trial,points_cumul,trainBlock,training_feedback_txt.started,fix.started,training_feedback_txt.stopped,curr_topStim,curr_bottStim,curr_shape,ISI.started,tgt_fix_prac1.started,top_target_prac1.started,bott_target_prac1.started,target_resp_prac1.started,acc,E1,target_resp_prac1.keys,target_resp_prac1.rt,pracBlock,prac_fback_text.started,tgt_fix_prac2.started,top_target_prac2.started,bott_target_prac2.started,target_resp_prac2.started,target_resp_prac2.keys,target_resp_prac2.rt,prac_fback_text.stopped,star.started,hegagon.started,triangle.started,circle.started,top_target.started,tgt_fix.started,bot_target.started,target_resp.started,star.stopped,hegagon.stopped,triangle.stopped,circle.stopped,top_target.stopped,tgt_fix.stopped,bot_target.stopped,target_resp.stopped,alt,task,condition,target_resp.keys,rewCond,vts_fback.started,vts_fback.stopped,fix.stopped,target_resp.rt,blockNum,norew_fback.started,norew_fback.stopped,key_resp_2.keys,key_resp_2.rt,feedbk_text.started,feedbk_text.stopped,button.started,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.995678701001452,space,69.9306757839986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.12676350400216,146.12676350400216,146.12676350400216,146.12676350400216,146.12676350400216,146.12676350400216,146.12676350400216,146.12676350400216,146.12676350400216,146.12676350400216,l,8.935290202996839,1,1,0,155.08998901000086,156.5913840880021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.09238339300282,157.09238339300282,157.09238339300282,157.09238339300282,157.09238339300282,157.09238339300282,157.09238339300282,157.09238339300282,157.09238339300282,157.09238339300282,a,11.15409897799691,10,11,0,168.27090936700188,169.7726208180029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.27302461400177,170.27302461400177,170.27302461400177,170.27302461400177,170.27302461400177,170.27302461400177,170.27302461400177,170.27302461400177,170.27302461400177,170.27302461400177,l,4.477751956997963,10,21,0,174.77817796100135,176.27988276200267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.7803780590002,176.7803780590002,176.7803780590002,176.7803780590002,176.7803780590002,176.7803780590002,176.7803780590002,176.7803780590002,176.7803780590002,176.7803780590002,l,8.07533657899694,1,22,0,184.87256998200246,186.37417034100145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.87489965799978,186.87489965799978,186.87489965799978,186.87489965799978,186.87489965799978,186.87489965799978,186.87489965799978,186.87489965799978,186.87489965799978,186.87489965799978,a,2.3078933589968074,10,32,0,189.21068015499986,190.71233358500103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.21293238100043,191.21293238100043,191.21293238100043,191.21293238100043,191.21293238100043,191.21293238100043,191.21293238100043,191.21293238100043,191.21293238100043,191.21293238100043,l,11.962524398000824,1,33,0,203.1931433509999,204.69485910300136,204.69485910300136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,0,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.19512482700156,205.19512482700156,205.19512482700156,205.19512482700156,205.19512482700156,205.19512482700156,205.19512482700156,205.19512482700156,205.19512482700156,205.19512482700156,l,3.050608811998245,1,34,0,208.26503224500266,209.7667606290015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,0,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.26737206300095,210.26737206300095,210.26737206300095,210.26737206300095,210.26737206300095,210.26737206300095,210.26737206300095,210.26737206300095,210.26737206300095,210.26737206300095,l,2.169889513999806,1,35,0,212.46973520300162,213.97149835800155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,0,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.4721010100002,214.4721010100002,214.4721010100002,214.4721010100002,214.4721010100002,214.4721010100002,214.4721010100002,214.4721010100002,214.4721010100002,214.4721010100002,a,2.414323801996943,1,36,0,216.90829304300132,218.40962104100254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,0,9,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.9101480370009,218.9101480370009,218.9101480370009,218.9101480370009,218.9101480370009,218.9101480370009,218.9101480370009,218.9101480370009,218.9101480370009,218.9101480370009,a,2.336738225996669,10,46,0,221.2794294100022,222.781043985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,0,10,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.28198411700214,223.28198411700214,223.28198411700214,223.28198411700214,223.28198411700214,223.28198411700214,223.28198411700214,223.28198411700214,223.28198411700214,223.28198411700214,a,2.4852465099975234,10,56,0,225.78436520800096,227.28641572000197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,0,11,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.78674304800006,227.78674304800006,227.78674304800006,227.78674304800006,227.78674304800006,227.78674304800006,227.78674304800006,227.78674304800006,227.78674304800006,227.78674304800006,l,5.428982291996363,10,66,0,233.24255161800102,234.74417044800066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,1,0,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.2448884580008,235.2448884580008,235.2448884580008,235.2448884580008,235.2448884580008,235.2448884580008,235.2448884580008,235.2448884580008,235.2448884580008,235.2448884580008,l,7.688992028997745,10,76,0,242.95327498200277,244.45496373900096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,1,1,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.95550054900013,244.95550054900013,244.95550054900013,244.95550054900013,244.95550054900013,244.95550054900013,244.95550054900013,244.95550054900013,244.95550054900013,244.95550054900013,l,3.194062798997038,1,77,0,248.1757628180021,249.67748279700027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,1,2,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.1781809109998,250.1781809109998,250.1781809109998,250.1781809109998,250.1781809109998,250.1781809109998,250.1781809109998,250.1781809109998,250.1781809109998,250.1781809109998,l,3.5480999759965925,1,78,0,253.74875693899958,255.25019847400108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,1,3,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.75121952500194,255.75121952500194,255.75121952500194,255.75121952500194,255.75121952500194,255.75121952500194,255.75121952500194,255.75121952500194,255.75121952500194,255.75121952500194,l,2.7520941739967384,10,88,0,258.5204509790019,260.0220681960018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,1,4,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.52266782300285,260.52266782300285,260.52266782300285,260.52266782300285,260.52266782300285,260.52266782300285,260.52266782300285,260.52266782300285,260.52266782300285,260.52266782300285,a,10.115986139997403,10,98,0,270.667564419,272.16906055500294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,1,5,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.66956315599964,272.66956315599964,272.66956315599964,272.66956315599964,272.66956315599964,272.66956315599964,272.66956315599964,272.66956315599964,272.66956315599964,272.66956315599964,a,2.5368968459988537,10,108,0,275.23917336700106,276.7407224279996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,1,6,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.24132584499966,277.24132584499966,277.24132584499966,277.24132584499966,277.24132584499966,277.24132584499966,277.24132584499966,277.24132584499966,277.24132584499966,277.24132584499966,a,1.996415049998177,1,109,0,279.2601446100016,280.7617220070024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,1,7,19,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.2624044460026,281.2624044460026,281.2624044460026,281.2624044460026,281.2624044460026,281.2624044460026,281.2624044460026,281.2624044460026,281.2624044460026,281.2624044460026,a,9.295932220997202,1,110,0,290.5890357770004,292.0908829280015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,1,8,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.59131279800204,292.59131279800204,292.59131279800204,292.59131279800204,292.59131279800204,292.59131279800204,292.59131279800204,292.59131279800204,292.59131279800204,292.59131279800204,l,8.232105199000216,10,120,0,300.8505689090016,302.3522633900029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,1,9,21,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.85263758899964,302.85263758899964,302.85263758899964,302.85263758899964,302.85263758899964,302.85263758899964,302.85263758899964,302.85263758899964,302.85263758899964,302.85263758899964,a,1.209377578998101,1,121,0,304.08754441900237,305.588963047001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,1,10,22,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0895416090025,306.0895416090025,306.0895416090025,306.0895416090025,306.0895416090025,306.0895416090025,306.0895416090025,306.0895416090025,306.0895416090025,306.0895416090025,a,2.9958388459963317,10,131,0,309.10953156899996,310.611166591003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,1,11,23,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.11195343200234,311.11195343200234,311.11195343200234,311.11195343200234,311.11195343200234,311.11195343200234,311.11195343200234,311.11195343200234,311.11195343200234,311.11195343200234,l,2.6057437999988906,1,132,0,313.74804443299945,315.2497598700029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,0,1,0,0,1,0,star,hexagon,0,0,0,0,2,0,24,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.75027374600177,315.75027374600177,315.75027374600177,315.75027374600177,315.75027374600177,315.75027374600177,315.75027374600177,315.75027374600177,315.75027374600177,315.75027374600177,a,1.4873475799977314,1,133,0,317.26876413300124,318.7706332420021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,1,0,0,1,0,0,hexagon,circle,0,0,0,0,2,1,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.2711842710014,319.2711842710014,319.2711842710014,319.2711842710014,319.2711842710014,319.2711842710014,319.2711842710014,319.2711842710014,319.2711842710014,319.2711842710014,l,2.8785688819953066,1,134,0,322.174127338003,323.67570507100027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,0,1,0,1,0,0,star ,circle,0,0,0,0,2,2,26,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.17645243300285,324.17645243300285,324.17645243300285,324.17645243300285,324.17645243300285,324.17645243300285,324.17645243300285,324.17645243300285,324.17645243300285,324.17645243300285,a,1.0460166399971058,1,135,0,325.24439928500215,326.74587639400124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,1,0,0,0,0,1,hexagon,star,0,0,0,0,2,3,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.24635518300056,327.24635518300056,327.24635518300056,327.24635518300056,327.24635518300056,327.24635518300056,327.24635518300056,327.24635518300056,327.24635518300056,327.24635518300056,a,2.51187884099636,10,145,0,329.7825691200014,331.28438396899946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,1,0,1,0,0,0,hexagon,triangle,0,0,0,0,2,4,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.7846986680015,331.7846986680015,331.7846986680015,331.7846986680015,331.7846986680015,331.7846986680015,331.7846986680015,331.7846986680015,331.7846986680015,331.7846986680015,a,3.3177472189963737,1,146,0,335.12176624100175,336.6233594990008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
1,0,0,0,0,0,0,1,triangle,star,0,0,0,0,2,5,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.1239175640003,337.1239175640003,337.1239175640003,337.1239175640003,337.1239175640003,337.1239175640003,337.1239175640003,337.1239175640003,337.1239175640003,337.1239175640003,l,1.4662197149991698,1,147,0,338.6087293900018,340.11040073500044,340.11040073500044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,1,0,0,1,0,0,0,circle,triangle,0,0,0,0,2,6,30,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.6109683329996,340.6109683329996,340.6109683329996,340.6109683329996,340.6109683329996,340.6109683329996,340.6109683329996,340.6109683329996,340.6109683329996,340.6109683329996,a,8.754614095996658,1,148,0,349.38754004600196,350.88911095000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,0,1,1,0,0,0,star,triangle,0,0,0,0,2,7,31,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.3896470690015,351.3896470690015,351.3896470690015,351.3896470690015,351.3896470690015,351.3896470690015,351.3896470690015,351.3896470690015,351.3896470690015,351.3896470690015,l,7.848122907998913,10,158,0,359.26485479900293,360.7667147610009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,1,0,0,0,0,0,1,circle,star,0,0,0,0,2,8,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.2672695910005,361.2672695910005,361.2672695910005,361.2672695910005,361.2672695910005,361.2672695910005,361.2672695910005,361.2672695910005,361.2672695910005,361.2672695910005,a,4.098636205999355,10,168,0,365.38837657600016,366.88991486300074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
1,0,0,0,0,1,0,0,triangle,circle,0,0,0,0,2,9,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.39044764100254,367.39044764100254,367.39044764100254,367.39044764100254,367.39044764100254,367.39044764100254,367.39044764100254,367.39044764100254,367.39044764100254,367.39044764100254,l,3.5268487489993277,10,178,0,370.9445819970024,372.44620345000294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
1,0,0,0,0,0,1,0,triangle,hexagon,0,0,0,0,2,10,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.94687373200213,372.94687373200213,372.94687373200213,372.94687373200213,372.94687373200213,372.94687373200213,372.94687373200213,372.94687373200213,372.94687373200213,372.94687373200213,l,3.4355460639962985,1,179,0,376.40060318900214,377.9024136750013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,1,0,0,0,0,1,0,circle,hexagon,0,0,0,0,2,11,35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.4027516080023,378.4027516080023,378.4027516080023,378.4027516080023,378.4027516080023,378.4027516080023,378.4027516080023,378.4027516080023,378.4027516080023,378.4027516080023,a,1.5157446109988086,10,189,0,379.93778087100145,381.43956396200156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,0,1,1,0,0,0,star,triangle,1,0,1,0,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.2106606330017,457.2106606330017,457.2106606330017,457.2106606330017,457.2106606330017,457.2106606330017,457.2106606330017,457.2106606330017,457.2106606330017,457.2106606330017,a,13.7467420139983,1,190,1,470.9883002070019,472.4898811830026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,1,0,0,0,0,1,hexagon,star,1,0,1,0,0,1,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.9905128140017,472.9905128140017,472.9905128140017,472.9905128140017,472.9905128140017,472.9905128140017,472.9905128140017,472.9905128140017,472.9905128140017,472.9905128140017,l,1.3850950129963167,1,191,1,474.39201289700213,475.8933997839995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,0,1,0,0,1,0,star,hexagon,1,0,1,0,0,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.39425510500223,476.39425510500223,476.39425510500223,476.39425510500223,476.39425510500223,476.39425510500223,476.39425510500223,476.39425510500223,476.39425510500223,476.39425510500223,l,1.4038711610010068,1,192,1,477.82920705700235,479.33079609200286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
1,0,0,0,0,1,0,0,triangle,circle,1,0,1,0,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.83162224400076,479.83162224400076,479.83162224400076,479.83162224400076,479.83162224400076,479.83162224400076,479.83162224400076,479.83162224400076,479.83162224400076,479.83162224400076,l,0.9185839049969218,10,202,1,480.78268935600136,482.2843772430024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,1,0,0,1,0,0,hexagon,circle,1,0,1,0,0,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.7848144340023,482.7848144340023,482.7848144340023,482.7848144340023,482.7848144340023,482.7848144340023,482.7848144340023,482.7848144340023,482.7848144340023,482.7848144340023,l,0.9023481199983507,10,212,1,483.71896384700085,485.2205842930016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,1,0,0,1,0,0,0,circle,triangle,1,0,1,0,0,5,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.721161700003,485.721161700003,485.721161700003,485.721161700003,485.721161700003,485.721161700003,485.721161700003,485.721161700003,485.721161700003,485.721161700003,a,1.035918772999139,10,222,1,486.78934251600003,488.2906944640017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
0,0,1,0,1,0,0,0,hexagon,triangle,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.7913030840027,488.7913030840027,488.7913030840027,488.7913030840027,488.7913030840027,488.7913030840027,488.7913030840027,488.7913030840027,488.7913030840027,488.7913030840027,l,3.903737648997776,1,223,1,492.7122482140003,494.21389909100253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28713,2022-09-16_15h13.36.017,vts_reward_expectancy,2022.2.4,59.99656747655878,
