"","participant","acc","E1","points_trial","points_cumul","alt","task","condition","rewExpect","rewCond","curr_shape","curr_topStim","curr_bottStim","blockNum","LShape_ID","RShape_ID","trainBlock","training.thisN","training_resp.keys","training_resp.rt","target_resp.rt","target_resp.keys","trials_norew.thisRepN","trials_rew.thisRepN","platform","OS","browser","xResolution","yResolution"
"20",27754,NA,NA,1,110,"","","training","","","",NA,"",NA,"triangle","star",0,19,"a",1.35126783599844,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"21",27754,NA,NA,10,120,"","","training","","","",NA,"",NA,"triangle","hexagon",0,20,"a",1.34887455599892,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"22",27754,NA,NA,1,121,"","","training","","","",NA,"",NA,"hexagon","circle",0,21,"l",0.996022732000711,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"23",27754,NA,NA,10,131,"","","training","","","",NA,"",NA,"star","hexagon",0,22,"l",0.929283945999487,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"24",27754,NA,NA,1,132,"","","training","","","",NA,"",NA,"circle","hexagon",0,23,"a",2.14615786300055,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"25",27754,NA,NA,10,142,"","","training","","","",NA,"",NA,"circle","triangle",0,24,"l",1.46352939899953,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"26",27754,NA,NA,10,152,"","","training","","","",NA,"",NA,"hexagon","circle",0,25,"a",0.696522334998008,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"27",27754,NA,NA,10,162,"","","training","","","",NA,"",NA,"star","hexagon",0,26,"l",0.937419820998912,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"28",27754,NA,NA,1,163,"","","training","","","",NA,"",NA,"triangle","hexagon",0,27,"l",2.85836087599819,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"29",27754,NA,NA,1,164,"","","training","","","",NA,"",NA,"triangle","star",0,28,"a",0.970363628999621,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"30",27754,NA,NA,10,174,"","","training","","","",NA,"",NA,"star","triangle",0,29,"l",1.23209015699831,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"31",27754,NA,NA,1,175,"","","training","","","",NA,"",NA,"circle","star",0,30,"a",1.22030225799972,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"32",27754,NA,NA,10,185,"","","training","","","",NA,"",NA,"circle","hexagon",0,31,"a",3.45550207400083,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"33",27754,NA,NA,1,186,"","","training","","","",NA,"",NA,"hexagon","triangle",0,32,"l",3.12066209900149,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"34",27754,NA,NA,10,196,"","","training","","","",NA,"",NA,"hexagon","star",0,33,"a",2.44001539400051,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"35",27754,NA,NA,1,197,"","","training","","","",NA,"",NA,"star","circle",0,34,"l",0.736731170996791,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"36",27754,NA,NA,10,207,"","","training","","","",NA,"",NA,"triangle","circle",0,35,"a",1.09499544500068,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"37",27754,NA,NA,10,217,"","","training","","","",NA,"",NA,"circle","triangle",1,0,"l",2.54307108599824,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"38",27754,NA,NA,1,218,"","","training","","","",NA,"",NA,"star","triangle",1,1,"l",0.951158625000971,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"39",27754,NA,NA,10,228,"","","training","","","",NA,"",NA,"hexagon","circle",1,2,"a",2.8055967140026,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"40",27754,NA,NA,1,229,"","","training","","","",NA,"",NA,"star","hexagon",1,3,"l",1.50375617199825,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"41",27754,NA,NA,10,239,"","","training","","","",NA,"",NA,"hexagon","triangle",1,4,"a",2.19293194899728,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"42",27754,NA,NA,1,240,"","","training","","","",NA,"",NA,"circle","hexagon",1,5,"a",2.73354914900119,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"43",27754,NA,NA,10,250,"","","training","","","",NA,"",NA,"hexagon","star",1,6,"a",1.01288068199938,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"44",27754,NA,NA,1,251,"","","training","","","",NA,"",NA,"star","circle",1,7,"l",1.13599843799966,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"45",27754,NA,NA,1,252,"","","training","","","",NA,"",NA,"triangle","hexagon",1,8,"l",3.85427068399804,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"46",27754,NA,NA,1,253,"","","training","","","",NA,"",NA,"triangle","star",1,9,"a",2.91969778199928,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"47",27754,NA,NA,10,263,"","","training","","","",NA,"",NA,"triangle","circle",1,10,"a",2.01415731299858,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"48",27754,NA,NA,1,264,"","","training","","","",NA,"",NA,"circle","star",1,11,"l",1.48947893199875,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"49",27754,NA,NA,10,274,"","","training","","","",NA,"",NA,"hexagon","star",1,12,"a",1.00294836300236,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"50",27754,NA,NA,10,284,"","","training","","","",NA,"",NA,"star","hexagon",1,13,"l",0.966861690998485,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"51",27754,NA,NA,10,294,"","","training","","","",NA,"",NA,"star","circle",1,14,"a",1.66912914499699,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"52",27754,NA,NA,1,295,"","","training","","","",NA,"",NA,"circle","star",1,15,"l",2.57597313999941,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"53",27754,NA,NA,10,305,"","","training","","","",NA,"",NA,"triangle","circle",1,16,"a",7.59475579300124,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"54",27754,NA,NA,10,315,"","","training","","","",NA,"",NA,"hexagon","triangle",1,17,"a",1.7064960860007,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"55",27754,NA,NA,1,316,"","","training","","","",NA,"",NA,"triangle","star",1,18,"a",0.914681775997451,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"56",27754,NA,NA,1,317,"","","training","","","",NA,"",NA,"circle","triangle",1,19,"l",1.84374635600034,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"57",27754,NA,NA,10,327,"","","training","","","",NA,"",NA,"hexagon","circle",1,20,"a",2.1330902769987,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"58",27754,NA,NA,10,337,"","","training","","","",NA,"",NA,"star","triangle",1,21,"l",1.03598742599934,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"59",27754,NA,NA,1,338,"","","training","","","",NA,"",NA,"triangle","hexagon",1,22,"l",1.14355542099656,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"60",27754,NA,NA,1,339,"","","training","","","",NA,"",NA,"circle","hexagon",1,23,"l",1.26953768599924,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"61",27754,NA,NA,10,349,"","","training","","","",NA,"",NA,"circle","hexagon",1,24,"l",0.798126185000001,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"62",27754,NA,NA,10,359,"","","training","","","",NA,"",NA,"circle","star",1,25,"l",1.97956150000027,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"63",27754,NA,NA,1,360,"","","training","","","",NA,"",NA,"star","triangle",1,26,"l",1.74696050199782,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"64",27754,NA,NA,10,370,"","","training","","","",NA,"",NA,"triangle","star",1,27,"a",3.59994025100241,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"65",27754,NA,NA,1,371,"","","training","","","",NA,"",NA,"hexagon","circle",1,28,"l",5.33991498999967,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"66",27754,NA,NA,10,381,"","","training","","","",NA,"",NA,"triangle","hexagon",1,29,"l",1.62162502700085,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"67",27754,NA,NA,10,391,"","","training","","","",NA,"",NA,"triangle","circle",1,30,"a",3.84167033399717,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"68",27754,NA,NA,10,401,"","","training","","","",NA,"",NA,"star","circle",1,31,"a",1.98614191099841,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"69",27754,NA,NA,1,402,"","","training","","","",NA,"",NA,"circle","triangle",1,32,"a",2.79146375900018,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"70",27754,NA,NA,10,412,"","","training","","","",NA,"",NA,"hexagon","triangle",1,33,"a",1.39016351599639,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"71",27754,NA,NA,10,422,"","","training","","","",NA,"",NA,"star","hexagon",1,34,"l",1.81521175599846,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"72",27754,NA,NA,1,423,"","","training","","","",NA,"",NA,"hexagon","star",1,35,"l",1.71481618399775,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"73",27754,NA,NA,1,424,"","","training","","","",NA,"",NA,"star","triangle",2,0,"l",1.74389516800147,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"74",27754,NA,NA,10,434,"","","training","","","",NA,"",NA,"hexagon","star",2,1,"a",1.04390573699857,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"75",27754,NA,NA,10,444,"","","training","","","",NA,"",NA,"star","circle",2,2,"a",2.47709045100055,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"76",27754,NA,NA,10,454,"","","training","","","",NA,"",NA,"circle","triangle",2,3,"l",2.27776885799903,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"77",27754,NA,NA,10,464,"","","training","","","",NA,"",NA,"triangle","circle",2,4,"a",1.5016313269989,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"78",27754,NA,NA,10,474,"","","training","","","",NA,"",NA,"triangle","hexagon",2,5,"l",1.49324109699955,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"79",27754,NA,NA,10,484,"","","training","","","",NA,"",NA,"circle","star",2,6,"l",3.20768114900056,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"80",27754,NA,NA,10,494,"","","training","","","",NA,"",NA,"hexagon","circle",2,7,"a",1.42616740299854,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"81",27754,NA,NA,1,495,"","","training","","","",NA,"",NA,"hexagon","triangle",2,8,"a",1.59739588600132,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"82",27754,NA,NA,10,505,"","","training","","","",NA,"",NA,"star","hexagon",2,9,"l",1.92236638599934,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"83",27754,NA,NA,1,506,"","","training","","","",NA,"",NA,"triangle","star",2,10,"a",1.49680966099913,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"84",27754,NA,NA,1,507,"","","training","","","",NA,"",NA,"circle","hexagon",2,11,"l",7.71365862799939,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"85",27754,NA,NA,10,517,"","","training","","","",NA,"",NA,"triangle","hexagon",2,12,"l",4.04647309999928,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"86",27754,NA,NA,10,527,"","","training","","","",NA,"",NA,"hexagon","circle",2,13,"a",0.646015800000896,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"87",27754,NA,NA,1,528,"","","training","","","",NA,"",NA,"circle","star",2,14,"a",1.78465483599939,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"88",27754,NA,NA,10,538,"","","training","","","",NA,"",NA,"star","hexagon",2,15,"l",1.27769098800127,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"89",27754,NA,NA,10,548,"","","training","","","",NA,"",NA,"hexagon","triangle",2,16,"a",1.09505698499925,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"90",27754,NA,NA,10,558,"","","training","","","",NA,"",NA,"star","triangle",2,17,"l",1.58336131499891,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"91",27754,NA,NA,10,568,"","","training","","","",NA,"",NA,"triangle","circle",2,18,"l",2.67698604299949,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"92",27754,NA,NA,1,569,"","","training","","","",NA,"",NA,"triangle","star",2,19,"a",2.53332141099963,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"93",27754,NA,NA,1,570,"","","training","","","",NA,"",NA,"hexagon","star",2,20,"a",1.30013592999967,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"94",27754,NA,NA,1,571,"","","training","","","",NA,"",NA,"star","circle",2,21,"l",2.85407241600115,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"95",27754,NA,NA,1,572,"","","training","","","",NA,"",NA,"circle","hexagon",2,22,"l",1.21455429599882,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"96",27754,NA,NA,1,573,"","","training","","","",NA,"",NA,"circle","triangle",2,23,"a",2.82632690399987,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"97",27754,NA,NA,10,583,"","","training","","","",NA,"",NA,"star","triangle",2,24,"l",1.25303243899907,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"98",27754,NA,NA,1,584,"","","training","","","",NA,"",NA,"triangle","circle",2,25,"a",2.80061974899945,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"99",27754,NA,NA,1,585,"","","training","","","",NA,"",NA,"circle","star",2,26,"l",2.21131968600093,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"100",27754,NA,NA,10,595,"","","training","","","",NA,"",NA,"hexagon","star",2,27,"a",0.862521933002427,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"101",27754,NA,NA,1,596,"","","training","","","",NA,"",NA,"circle","triangle",2,28,"a",2.3839345790002,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"102",27754,NA,NA,10,606,"","","training","","","",NA,"",NA,"star","hexagon",2,29,"l",1.06051753799693,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"103",27754,NA,NA,10,616,"","","training","","","",NA,"",NA,"hexagon","circle",2,30,"a",0.905890770998667,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"104",27754,NA,NA,10,626,"","","training","","","",NA,"",NA,"circle","hexagon",2,31,"l",1.11167528599981,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"105",27754,NA,NA,10,636,"","","training","","","",NA,"",NA,"triangle","star",2,32,"l",1.75981270800185,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"106",27754,NA,NA,10,646,"","","training","","","",NA,"",NA,"triangle","hexagon",2,33,"l",1.33441964899976,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"107",27754,NA,NA,10,656,"","","training","","","",NA,"",NA,"star","circle",2,34,"a",0.940772514997661,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"108",27754,NA,NA,10,666,"","","training","","","",NA,"",NA,"hexagon","triangle",2,35,"a",0.963797286000045,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"109",27754,1,0,0,666,"switch","number","numSwt","","noRew","hexagon",174,"H",0,"","",NA,NA,"",NA,1.32016849800129,"f",0,NA,"inlab","MacIntel",NA,NA,NA
"110",27754,1,0,0,666,"repeat","number","numRpt","","noRew","circle",181,"Y",0,"","",NA,NA,"",NA,0.926809174998198,"f",1,NA,"inlab","MacIntel",NA,NA,NA
"111",27754,1,0,0,666,"switch","letter","lettSwt","","noRew","circle",167,"W",0,"","",NA,NA,"",NA,0.50144019399886,"k",2,NA,"inlab","MacIntel",NA,NA,NA
"112",27754,1,0,0,666,"switch","number","numSwt","","noRew","hexagon",139,"F",0,"","",NA,NA,"",NA,0.709067635998508,"d",3,NA,"inlab","MacIntel",NA,NA,NA
"113",27754,1,0,0,666,"switch","letter","lettSwt","","noRew","star",174,"H",0,"","",NA,NA,"",NA,1.68596441499903,"j",4,NA,"inlab","MacIntel",NA,NA,NA
"114",27754,1,0,0,666,"repeat","letter","lettRpt","","noRew","hexagon",181,"Y",0,"","",NA,NA,"",NA,0.853986580001219,"k",5,NA,"inlab","MacIntel",NA,NA,NA
"115",27754,1,0,0,666,"repeat","letter","lettRpt","","noRew","star",167,"W",0,"","",NA,NA,"",NA,0.590709766001964,"k",6,NA,"inlab","MacIntel",NA,NA,NA
"116",27754,1,0,0,666,"repeat","letter","lettRpt","","noRew","circle",139,"F",0,"","",NA,NA,"",NA,1.15541327100073,"j",7,NA,"inlab","MacIntel",NA,NA,NA
"117",27754,1,0,0,666,"switch","number","numSwt","","noRew","hexagon",139,"U",0,"","",NA,NA,"",NA,0.785847152001224,"d",8,NA,"inlab","MacIntel",NA,NA,NA
"118",27754,1,0,0,666,"repeat","number","numRpt","","noRew","circle",167,"B",0,"","",NA,NA,"",NA,0.93357239100078,"f",9,NA,"inlab","MacIntel",NA,NA,NA
"119",27754,1,0,0,666,"switch","letter","lettSwt","","noRew","star",160,"W",0,"","",NA,NA,"",NA,1.2293248499991,"k",10,NA,"inlab","MacIntel",NA,NA,NA
"120",27754,1,0,0,666,"switch","number","numSwt","","noRew","hexagon",146,"F",0,"","",NA,NA,"",NA,1.49614830199789,"d",11,NA,"inlab","MacIntel",NA,NA,NA
"121",27754,1,0,0,666,"repeat","number","numRpt","","noRew","hexagon",181,"F",0,"","",NA,NA,"",NA,0.784366076000879,"f",12,NA,"inlab","MacIntel",NA,NA,NA
"122",27754,1,0,0,666,"switch","letter","lettSwt","","noRew","star",174,"Y",0,"","",NA,NA,"",NA,1.21304706700175,"k",13,NA,"inlab","MacIntel",NA,NA,NA
"123",27754,1,0,0,666,"repeat","letter","lettRpt","","noRew","hexagon",146,"D",0,"","",NA,NA,"",NA,0.961312454001018,"j",14,NA,"inlab","MacIntel",NA,NA,NA
"124",27754,1,0,0,666,"repeat","letter","lettRpt","","noRew","triangle",139,"S",0,"","",NA,NA,"",NA,0.678743667001982,"k",15,NA,"inlab","MacIntel",NA,NA,NA
"125",27754,1,0,0,666,"switch","number","numSwt","","noRew","triangle",174,"Y",0,"","",NA,NA,"",NA,0.791959356000007,"f",16,NA,"inlab","MacIntel",NA,NA,NA
"126",27754,1,0,0,666,"repeat","number","numRpt","","noRew","star",181,"B",0,"","",NA,NA,"",NA,0.653306250998867,"f",17,NA,"inlab","MacIntel",NA,NA,NA
"127",27754,1,0,0,666,"repeat","number","numRpt","","noRew","triangle",167,"D",0,"","",NA,NA,"",NA,0.629448404000868,"f",18,NA,"inlab","MacIntel",NA,NA,NA
"128",27754,1,0,0,666,"repeat","number","numRpt","","noRew","star",125,"S",0,"","",NA,NA,"",NA,0.803134403999138,"d",19,NA,"inlab","MacIntel",NA,NA,NA
"129",27754,1,0,0,666,"repeat","number","numRpt","","noRew","hexagon",125,"B",0,"","",NA,NA,"",NA,0.862558991997503,"d",20,NA,"inlab","MacIntel",NA,NA,NA
"130",27754,1,0,0,666,"switch","letter","lettSwt","","noRew","star",160,"W",0,"","",NA,NA,"",NA,0.799795868999354,"k",21,NA,"inlab","MacIntel",NA,NA,NA
"131",27754,1,0,0,666,"switch","number","numSwt","","noRew","hexagon",146,"U",0,"","",NA,NA,"",NA,1.13209768500019,"d",22,NA,"inlab","MacIntel",NA,NA,NA
"132",27754,1,0,0,666,"switch","letter","lettSwt","","noRew","star",167,"S",0,"","",NA,NA,"",NA,1.21145704199807,"k",23,NA,"inlab","MacIntel",NA,NA,NA
"133",27754,1,0,0,666,"switch","number","numSwt","","noRew","triangle",139,"W",0,"","",NA,NA,"",NA,1.07156269100233,"d",24,NA,"inlab","MacIntel",NA,NA,NA
"134",27754,1,0,0,666,"repeat","number","numRpt","","noRew","hexagon",167,"F",0,"","",NA,NA,"",NA,0.792711648999102,"f",25,NA,"inlab","MacIntel",NA,NA,NA
"135",27754,1,0,0,666,"switch","letter","lettSwt","","noRew","triangle",146,"U",0,"","",NA,NA,"",NA,0.956785522997961,"k",26,NA,"inlab","MacIntel",NA,NA,NA
"136",27754,1,0,0,666,"switch","number","numSwt","","noRew","hexagon",132,"B",0,"","",NA,NA,"",NA,1.01027696399979,"d",27,NA,"inlab","MacIntel",NA,NA,NA
"137",27754,1,0,0,666,"switch","letter","lettSwt","","noRew","hexagon",181,"F",0,"","",NA,NA,"",NA,1.15792007999698,"j",28,NA,"inlab","MacIntel",NA,NA,NA
"138",27754,1,0,0,666,"repeat","letter","lettRpt","","noRew","circle",139,"Y",0,"","",NA,NA,"",NA,0.515373581998574,"k",29,NA,"inlab","MacIntel",NA,NA,NA
"139",27754,1,0,0,666,"repeat","letter","lettRpt","","noRew","circle",125,"D",0,"","",NA,NA,"",NA,0.763206532999902,"j",30,NA,"inlab","MacIntel",NA,NA,NA
"140",27754,1,0,0,666,"switch","number","numSwt","","noRew","star",132,"U",0,"","",NA,NA,"",NA,1.74625034400015,"d",31,NA,"inlab","MacIntel",NA,NA,NA
"141",27754,1,0,0,666,"switch","letter","lettSwt","","noRew","hexagon",160,"H",0,"","",NA,NA,"",NA,1.90372408400071,"j",32,NA,"inlab","MacIntel",NA,NA,NA
"142",27754,1,0,0,666,"switch","number","numSwt","","noRew","triangle",125,"U",0,"","",NA,NA,"",NA,0.644718453000678,"d",33,NA,"inlab","MacIntel",NA,NA,NA
"143",27754,1,0,0,666,"repeat","number","numRpt","","noRew","star",167,"D",0,"","",NA,NA,"",NA,1.03943915299897,"f",34,NA,"inlab","MacIntel",NA,NA,NA
"144",27754,1,0,0,666,"repeat","number","numRpt","","noRew","triangle",132,"B",0,"","",NA,NA,"",NA,0.8733020030013,"d",35,NA,"inlab","MacIntel",NA,NA,NA
"145",27754,1,0,0,666,"repeat","number","numRpt","","noRew","star",160,"Y",0,"","",NA,NA,"",NA,1.04271684299965,"f",36,NA,"inlab","MacIntel",NA,NA,NA
"146",27754,1,0,0,666,"repeat","number","numRpt","","noRew","triangle",139,"W",0,"","",NA,NA,"",NA,0.73295788500036,"d",37,NA,"inlab","MacIntel",NA,NA,NA
"147",27754,1,0,0,666,"switch","letter","lettSwt","","noRew","triangle",167,"S",0,"","",NA,NA,"",NA,1.32408958499946,"k",38,NA,"inlab","MacIntel",NA,NA,NA
"148",27754,1,0,0,666,"repeat","letter","lettRpt","","noRew","circle",181,"D",0,"","",NA,NA,"",NA,0.874225001000013,"j",39,NA,"inlab","MacIntel",NA,NA,NA
"149",27754,1,0,0,666,"switch","number","numSwt","","noRew","hexagon",167,"W",0,"","",NA,NA,"",NA,0.764487895001366,"f",40,NA,"inlab","MacIntel",NA,NA,NA
"150",27754,1,0,0,666,"repeat","number","numRpt","","noRew","circle",181,"S",0,"","",NA,NA,"",NA,1.9931616319991,"f",41,NA,"inlab","MacIntel",NA,NA,NA
"151",27754,1,0,0,666,"switch","letter","lettSwt","","noRew","hexagon",146,"B",0,"","",NA,NA,"",NA,0.95792680500017,"j",42,NA,"inlab","MacIntel",NA,NA,NA
"152",27754,1,0,0,666,"repeat","letter","lettRpt","","noRew","triangle",174,"U",0,"","",NA,NA,"",NA,0.747607337001682,"k",43,NA,"inlab","MacIntel",NA,NA,NA
"153",27754,1,0,0,666,"repeat","letter","lettRpt","","noRew","circle",146,"U",0,"","",NA,NA,"",NA,1.64209593099804,"k",44,NA,"inlab","MacIntel",NA,NA,NA
"154",27754,1,0,0,666,"switch","number","numSwt","","noRew","hexagon",125,"D",0,"","",NA,NA,"",NA,1.60353984799804,"d",45,NA,"inlab","MacIntel",NA,NA,NA
"155",27754,1,0,0,666,"repeat","number","numRpt","","noRew","triangle",181,"Y",0,"","",NA,NA,"",NA,0.840028881997569,"f",46,NA,"inlab","MacIntel",NA,NA,NA
