"","participant","acc","E1","points_trial","points_cumul","alt","task","condition","rewCond","curr_shape","curr_topStim","curr_bottStim","blockNum","LShape_ID","RShape_ID","trainBlock","training.thisN","training_resp.keys","training_resp.rt","target_resp.rt","target_resp.keys","trials_norew.thisRepN","trials_rew.thisRepN","platform","OS","browser","xResolution","yResolution","rewExpect"
"1",95034,NA,NA,10,10,"","","training","","",NA,"",NA,"circle","hexagon",0,0,"l",1.62855297400165,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"2",95034,NA,NA,1,11,"","","training","","",NA,"",NA,"circle","star",0,1,"a",0.870021966000422,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"3",95034,NA,NA,1,12,"","","training","","",NA,"",NA,"hexagon","circle",0,2,"a",1.07137696000063,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"4",95034,NA,NA,10,22,"","","training","","",NA,"",NA,"circle","triangle",0,3,"l",2.1918771010005,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"5",95034,NA,NA,1,23,"","","training","","",NA,"",NA,"triangle","hexagon",0,4,"l",1.43634224200105,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"6",95034,NA,NA,10,33,"","","training","","",NA,"",NA,"triangle","circle",0,5,"a",1.0754803860018,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"7",95034,NA,NA,1,34,"","","training","","",NA,"",NA,"triangle","star",0,6,"l",1.0294340470009,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"8",95034,NA,NA,10,44,"","","training","","",NA,"",NA,"star","triangle",0,7,"l",1.15909622099935,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"9",95034,NA,NA,10,54,"","","training","","",NA,"",NA,"star","circle",0,8,"l",1.30149687700214,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"10",95034,NA,NA,10,64,"","","training","","",NA,"",NA,"hexagon","star",0,9,"a",1.14810873100032,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"11",95034,NA,NA,1,65,"","","training","","",NA,"",NA,"star","hexagon",0,10,"l",1.29042816100082,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"12",95034,NA,NA,10,75,"","","training","","",NA,"",NA,"hexagon","triangle",0,11,"l",1.08196093100196,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"13",95034,NA,NA,10,85,"","","training","","",NA,"",NA,"hexagon","circle",0,12,"a",1.50735206100035,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"14",95034,NA,NA,1,86,"","","training","","",NA,"",NA,"triangle","star",0,13,"a",1.61872016100097,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
