"","participant","acc","E1","points_trial","points_cumul","alt","task","condition","rewExpect","rewCond","curr_shape","curr_topStim","curr_bottStim","blockNum","LShape_ID","RShape_ID","trainBlock","training.thisN","training_resp.keys","training_resp.rt","target_resp.rt","target_resp.keys","trials_norew.thisRepN","trials_rew.thisRepN","platform","OS","browser","xResolution","yResolution"
"15",42648,NA,NA,10,96,"","","training","","","",NA,"",NA,"hexagon","circle",0,14,"l",2.75119159799942,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"16",42648,NA,NA,10,106,"","","training","","","",NA,"",NA,"star","circle",0,15,"a",1.35729102599726,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"17",42648,NA,NA,10,116,"","","training","","","",NA,"",NA,"hexagon","star",0,16,"l",0.99622948999604,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"18",42648,NA,NA,1,117,"","","training","","","",NA,"",NA,"circle","star",0,17,"l",1.68329790900316,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"19",42648,NA,NA,10,127,"","","training","","","",NA,"",NA,"star","triangle",0,18,"a",1.32491916899744,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"20",42648,NA,NA,1,128,"","","training","","","",NA,"",NA,"triangle","circle",0,19,"l",1.19501760699495,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"21",42648,NA,NA,1,129,"","","training","","","",NA,"",NA,"star","hexagon",0,20,"a",1.86427026299498,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"22",42648,NA,NA,10,139,"","","training","","","",NA,"",NA,"circle","triangle",0,21,"a",1.53300104099617,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"23",42648,NA,NA,1,140,"","","training","","","",NA,"",NA,"hexagon","triangle",0,22,"a",2.65954589300236,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"24",42648,NA,NA,1,141,"","","training","","","",NA,"",NA,"circle","hexagon",0,23,"a",1.14183851699636,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"25",42648,NA,NA,1,142,"","","training","","","",NA,"",NA,"triangle","hexagon",0,24,"l",3.41146597300394,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"26",42648,NA,NA,1,143,"","","training","","","",NA,"",NA,"star","hexagon",0,25,"l",2.26306147399737,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"27",42648,NA,NA,10,153,"","","training","","","",NA,"",NA,"star","triangle",0,26,"l",1.98993042100483,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"28",42648,NA,NA,1,154,"","","training","","","",NA,"",NA,"star","circle",0,27,"l",1.6652518109986,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"29",42648,NA,NA,1,155,"","","training","","","",NA,"",NA,"hexagon","star",0,28,"l",1.61089798000467,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"30",42648,NA,NA,1,156,"","","training","","","",NA,"",NA,"triangle","star",0,29,"l",0.806255000999954,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"31",42648,NA,NA,1,157,"","","training","","","",NA,"",NA,"hexagon","triangle",0,30,"a",1.90191676899849,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"32",42648,NA,NA,1,158,"","","training","","","",NA,"",NA,"circle","hexagon",0,31,"a",1.43762161999621,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"33",42648,NA,NA,10,168,"","","training","","","",NA,"",NA,"triangle","circle",0,32,"a",1.63289067300502,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"34",42648,NA,NA,1,169,"","","training","","","",NA,"",NA,"circle","triangle",0,33,"a",2.28383859799942,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"35",42648,NA,NA,1,170,"","","training","","","",NA,"",NA,"hexagon","circle",0,34,"a",1.63721285499923,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"36",42648,NA,NA,1,171,"","","training","","","",NA,"",NA,"circle","star",0,35,"a",1.57760717900237,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"37",42648,NA,NA,10,181,"","","training","","","",NA,"",NA,"circle","triangle",1,0,"l",1.64465044399549,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"38",42648,NA,NA,10,191,"","","training","","","",NA,"",NA,"triangle","star",1,1,"l",1.92871936699521,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"39",42648,NA,NA,1,192,"","","training","","","",NA,"",NA,"triangle","hexagon",1,2,"l",1.79190570199717,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"40",42648,NA,NA,1,193,"","","training","","","",NA,"",NA,"circle","star",1,3,"a",1.6290108579924,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"41",42648,NA,NA,10,203,"","","training","","","",NA,"",NA,"star","triangle",1,4,"l",1.2402494199996,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"42",42648,NA,NA,10,213,"","","training","","","",NA,"",NA,"star","circle",1,5,"a",1.15722000700043,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"43",42648,NA,NA,10,223,"","","training","","","",NA,"",NA,"star","hexagon",1,6,"a",1.26732607799204,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"44",42648,NA,NA,10,233,"","","training","","","",NA,"",NA,"hexagon","star",1,7,"l",1.52584276199923,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"45",42648,NA,NA,10,243,"","","training","","","",NA,"",NA,"triangle","circle",1,8,"a",0.933645240998885,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"46",42648,NA,NA,10,253,"","","training","","","",NA,"",NA,"hexagon","triangle",1,9,"a",1.02148638799554,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"47",42648,NA,NA,10,263,"","","training","","","",NA,"",NA,"circle","hexagon",1,10,"l",0.834793545000139,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"48",42648,NA,NA,10,273,"","","training","","","",NA,"",NA,"hexagon","circle",1,11,"a",0.567014375999861,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"49",42648,NA,NA,10,283,"","","training","","","",NA,"",NA,"star","circle",1,12,"a",0.589999702002387,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"50",42648,NA,NA,10,293,"","","training","","","",NA,"",NA,"triangle","hexagon",1,13,"l",0.826503055002831,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"51",42648,NA,NA,1,294,"","","training","","","",NA,"",NA,"star","hexagon",1,14,"a",1.0301952469963,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"52",42648,NA,NA,10,304,"","","training","","","",NA,"",NA,"hexagon","star",1,15,"a",1.41073784499895,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"53",42648,NA,NA,10,314,"","","training","","","",NA,"",NA,"circle","hexagon",1,16,"l",0.863228624999465,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"54",42648,NA,NA,1,315,"","","training","","","",NA,"",NA,"star","triangle",1,17,"a",1.45249050200073,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"55",42648,NA,NA,10,325,"","","training","","","",NA,"",NA,"circle","triangle",1,18,"l",1.7252392800001,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"56",42648,NA,NA,10,335,"","","training","","","",NA,"",NA,"hexagon","triangle",1,19,"a",1.88610343899927,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"57",42648,NA,NA,1,336,"","","training","","","",NA,"",NA,"hexagon","circle",1,20,"a",1.59768420700129,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"58",42648,NA,NA,1,337,"","","training","","","",NA,"",NA,"triangle","star",1,21,"l",1.46013776799373,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"59",42648,NA,NA,1,338,"","","training","","","",NA,"",NA,"circle","star",1,22,"l",1.11036876399885,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"60",42648,NA,NA,10,348,"","","training","","","",NA,"",NA,"triangle","circle",1,23,"a",2.02273988699744,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"61",42648,NA,NA,10,358,"","","training","","","",NA,"",NA,"triangle","star",1,24,"a",0.918462626999826,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"62",42648,NA,NA,10,368,"","","training","","","",NA,"",NA,"triangle","hexagon",1,25,"a",0.747910725003749,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"63",42648,NA,NA,1,369,"","","training","","","",NA,"",NA,"star","triangle",1,26,"l",1.86585886699322,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"64",42648,NA,NA,10,379,"","","training","","","",NA,"",NA,"triangle","circle",1,27,"a",1.43862835499749,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"65",42648,NA,NA,10,389,"","","training","","","",NA,"",NA,"star","circle",1,28,"a",2.01852800299821,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"66",42648,NA,NA,10,399,"","","training","","","",NA,"",NA,"circle","hexagon",1,29,"l",2.66090767399874,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"67",42648,NA,NA,1,400,"","","training","","","",NA,"",NA,"star","hexagon",1,30,"a",3.03923542499979,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"68",42648,NA,NA,10,410,"","","training","","","",NA,"",NA,"hexagon","triangle",1,31,"l",2.60213996899984,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"69",42648,NA,NA,10,420,"","","training","","","",NA,"",NA,"circle","star",1,32,"l",2.6126893010005,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"70",42648,NA,NA,1,421,"","","training","","","",NA,"",NA,"hexagon","circle",1,33,"l",3.05632861999766,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"71",42648,NA,NA,1,422,"","","training","","","",NA,"",NA,"circle","triangle",1,34,"l",1.41704953299632,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"72",42648,NA,NA,1,423,"","","training","","","",NA,"",NA,"hexagon","star",1,35,"l",1.42458433099819,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"73",42648,NA,NA,10,433,"","","training","","","",NA,"",NA,"hexagon","triangle",2,0,"l",1.45815446799679,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"74",42648,NA,NA,1,434,"","","training","","","",NA,"",NA,"hexagon","circle",2,1,"l",1.51662412999576,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"75",42648,NA,NA,10,444,"","","training","","","",NA,"",NA,"star","hexagon",2,2,"a",1.19571621799696,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"76",42648,NA,NA,10,454,"","","training","","","",NA,"",NA,"triangle","hexagon",2,3,"a",2.26450679299887,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"77",42648,NA,NA,1,455,"","","training","","","",NA,"",NA,"hexagon","star",2,4,"l",1.34886065299361,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"78",42648,NA,NA,10,465,"","","training","","","",NA,"",NA,"star","circle",2,5,"l",1.65190902999893,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"79",42648,NA,NA,10,475,"","","training","","","",NA,"",NA,"triangle","star",2,6,"a",1.46305233100429,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"80",42648,NA,NA,10,485,"","","training","","","",NA,"",NA,"circle","triangle",2,7,"l",2.11171930500132,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"81",42648,NA,NA,1,486,"","","training","","","",NA,"",NA,"circle","star",2,8,"a",1.47519710799679,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"82",42648,NA,NA,10,496,"","","training","","","",NA,"",NA,"star","triangle",2,9,"l",2.03447403699829,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"83",42648,NA,NA,1,497,"","","training","","","",NA,"",NA,"circle","hexagon",2,10,"a",1.91081559699524,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"84",42648,NA,NA,10,507,"","","training","","","",NA,"",NA,"triangle","circle",2,11,"a",3.97288949599897,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"85",42648,NA,NA,10,517,"","","training","","","",NA,"",NA,"star","circle",2,12,"a",1.2081813160039,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"86",42648,NA,NA,10,527,"","","training","","","",NA,"",NA,"circle","triangle",2,13,"l",2.23755108799378,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"87",42648,NA,NA,10,537,"","","training","","","",NA,"",NA,"triangle","hexagon",2,14,"a",2.1225263669985,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"88",42648,NA,NA,10,547,"","","training","","","",NA,"",NA,"triangle","circle",2,15,"a",1.15318983500038,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"89",42648,NA,NA,1,548,"","","training","","","",NA,"",NA,"circle","hexagon",2,16,"a",1.750539294997,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"90",42648,NA,NA,1,549,"","","training","","","",NA,"",NA,"star","hexagon",2,17,"a",1.94292893799866,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"91",42648,NA,NA,10,559,"","","training","","","",NA,"",NA,"star","triangle",2,18,"l",1.16765362299338,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"92",42648,NA,NA,10,569,"","","training","","","",NA,"",NA,"circle","star",2,19,"l",2.1569525140003,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"93",42648,NA,NA,10,579,"","","training","","","",NA,"",NA,"hexagon","triangle",2,20,"l",1.45936496699869,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"94",42648,NA,NA,10,589,"","","training","","","",NA,"",NA,"triangle","star",2,21,"a",1.30825815399294,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"95",42648,NA,NA,10,599,"","","training","","","",NA,"",NA,"hexagon","star",2,22,"l",2.23885702899861,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"96",42648,NA,NA,1,600,"","","training","","","",NA,"",NA,"hexagon","circle",2,23,"l",3.83297720800329,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"97",42648,NA,NA,1,601,"","","training","","","",NA,"",NA,"hexagon","circle",2,24,"a",1.55550133499492,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"98",42648,NA,NA,1,602,"","","training","","","",NA,"",NA,"triangle","star",2,25,"a",1.47396249299345,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"99",42648,NA,NA,10,612,"","","training","","","",NA,"",NA,"circle","star",2,26,"l",3.33952456299448,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"100",42648,NA,NA,10,622,"","","training","","","",NA,"",NA,"hexagon","triangle",2,27,"l",1.5046685779962,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"101",42648,NA,NA,1,623,"","","training","","","",NA,"",NA,"circle","triangle",2,28,"l",1.30056419899483,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"102",42648,NA,NA,10,633,"","","training","","","",NA,"",NA,"triangle","hexagon",2,29,"a",1.55744978699659,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"103",42648,NA,NA,1,634,"","","training","","","",NA,"",NA,"hexagon","star",2,30,"a",1.97892102699552,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"104",42648,NA,NA,1,635,"","","training","","","",NA,"",NA,"star","circle",2,31,"a",3.83218275599938,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"105",42648,NA,NA,10,645,"","","training","","","",NA,"",NA,"triangle","circle",2,32,"a",1.75454413099942,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"106",42648,NA,NA,10,655,"","","training","","","",NA,"",NA,"star","hexagon",2,33,"a",2.59549785000127,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"107",42648,NA,NA,10,665,"","","training","","","",NA,"",NA,"star","triangle",2,34,"l",2.62368736399367,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"108",42648,NA,NA,1,666,"","","training","","","",NA,"",NA,"circle","hexagon",2,35,"a",2.49836756199511,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA
"109",42648,1,0,0,666,"switch","number","numSwt","","noRew","circle",125,"D",0,"","",NA,NA,"",NA,0.794595496998227,"d",0,NA,"inlab","MacIntel",NA,NA,NA
"110",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","triangle",181,"B",0,"","",NA,NA,"",NA,0.869434228996397,"j",1,NA,"inlab","MacIntel",NA,NA,NA
"111",42648,1,0,0,666,"switch","number","numSwt","","noRew","star",139,"Y",0,"","",NA,NA,"",NA,0.735658227000386,"d",2,NA,"inlab","MacIntel",NA,NA,NA
"112",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","hexagon",174,"W",0,"","",NA,NA,"",NA,0.750081060999946,"k",3,NA,"inlab","MacIntel",NA,NA,NA
"113",42648,1,0,0,666,"switch","number","numSwt","","noRew","triangle",125,"D",0,"","",NA,NA,"",NA,1.06216556500294,"d",4,NA,"inlab","MacIntel",NA,NA,NA
"114",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","hexagon",181,"B",0,"","",NA,NA,"",NA,0.679039490001742,"j",5,NA,"inlab","MacIntel",NA,NA,NA
"115",42648,1,0,0,666,"switch","number","numSwt","","noRew","star",139,"Y",0,"","",NA,NA,"",NA,1.67957730300259,"d",6,NA,"inlab","MacIntel",NA,NA,NA
"116",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","circle",174,"W",0,"","",NA,NA,"",NA,1.52099348299816,"k",7,NA,"inlab","MacIntel",NA,NA,NA
"117",42648,1,0,0,666,"switch","number","numSwt","","noRew","hexagon",139,"F",0,"","",NA,NA,"",NA,0.741381156993157,"d",8,NA,"inlab","MacIntel",NA,NA,NA
"118",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","circle",174,"B",0,"","",NA,NA,"",NA,0.669298319997324,"j",9,NA,"inlab","MacIntel",NA,NA,NA
"119",42648,1,0,0,666,"switch","number","numSwt","","noRew","hexagon",125,"H",0,"","",NA,NA,"",NA,0.710082320998481,"d",10,NA,"inlab","MacIntel",NA,NA,NA
"120",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","circle",132,"W",0,"","",NA,NA,"",NA,0.542209893996187,"k",11,NA,"inlab","MacIntel",NA,NA,NA
"121",42648,1,0,0,666,"switch","number","numSwt","","noRew","circle",139,"S",0,"","",NA,NA,"",NA,0.79667494000023,"d",12,NA,"inlab","MacIntel",NA,NA,NA
"122",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","hexagon",167,"D",0,"","",NA,NA,"",NA,0.745399557999917,"j",13,NA,"inlab","MacIntel",NA,NA,NA
"123",42648,1,0,0,666,"switch","number","numSwt","","noRew","hexagon",132,"F",0,"","",NA,NA,"",NA,0.695355625997763,"d",14,NA,"inlab","MacIntel",NA,NA,NA
"124",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","triangle",160,"B",0,"","",NA,NA,"",NA,0.776028385000245,"j",15,NA,"inlab","MacIntel",NA,NA,NA
"125",42648,1,0,0,666,"switch","number","numSwt","","noRew","circle",181,"Y",0,"","",NA,NA,"",NA,0.716949372996169,"f",16,NA,"inlab","MacIntel",NA,NA,NA
"126",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","hexagon",160,"B",0,"","",NA,NA,"",NA,0.540397124001174,"j",17,NA,"inlab","MacIntel",NA,NA,NA
"127",42648,1,0,0,666,"switch","number","numSwt","","noRew","star",125,"H",0,"","",NA,NA,"",NA,0.514213221998943,"d",18,NA,"inlab","MacIntel",NA,NA,NA
"128",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","circle",167,"D",0,"","",NA,NA,"",NA,0.785931496000558,"j",19,NA,"inlab","MacIntel",NA,NA,NA
"129",42648,1,0,0,666,"switch","number","numSwt","","noRew","triangle",132,"D",0,"","",NA,NA,"",NA,1.59101615200052,"d",20,NA,"inlab","MacIntel",NA,NA,NA
"130",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","star",160,"H",0,"","",NA,NA,"",NA,1.24409801599541,"j",21,NA,"inlab","MacIntel",NA,NA,NA
"131",42648,1,0,0,666,"switch","number","numSwt","","noRew","triangle",146,"F",0,"","",NA,NA,"",NA,0.750280282001768,"d",22,NA,"inlab","MacIntel",NA,NA,NA
"132",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","circle",174,"Y",0,"","",NA,NA,"",NA,0.604806780997023,"k",23,NA,"inlab","MacIntel",NA,NA,NA
"133",42648,1,0,0,666,"switch","number","numSwt","","noRew","triangle",181,"D",0,"","",NA,NA,"",NA,0.752141328004654,"f",24,NA,"inlab","MacIntel",NA,NA,NA
"134",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","star",132,"Y",0,"","",NA,NA,"",NA,0.63776100299583,"k",25,NA,"inlab","MacIntel",NA,NA,NA
"135",42648,1,0,0,666,"switch","number","numSwt","","noRew","circle",167,"B",0,"","",NA,NA,"",NA,1.70491042600042,"f",26,NA,"inlab","MacIntel",NA,NA,NA
"136",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","star",125,"W",0,"","",NA,NA,"",NA,1.21550093499536,"k",27,NA,"inlab","MacIntel",NA,NA,NA
"137",42648,1,0,0,666,"switch","number","numSwt","","noRew","hexagon",125,"Y",0,"","",NA,NA,"",NA,1.17007841599843,"d",28,NA,"inlab","MacIntel",NA,NA,NA
"138",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","star",132,"D",0,"","",NA,NA,"",NA,1.32849920699664,"j",29,NA,"inlab","MacIntel",NA,NA,NA
"139",42648,1,0,0,666,"switch","number","numSwt","","noRew","circle",174,"H",0,"","",NA,NA,"",NA,1.07092211399868,"f",30,NA,"inlab","MacIntel",NA,NA,NA
"140",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","hexagon",146,"S",0,"","",NA,NA,"",NA,1.53561704099411,"k",31,NA,"inlab","MacIntel",NA,NA,NA
"141",42648,1,0,0,666,"switch","number","numSwt","","noRew","circle",132,"S",0,"","",NA,NA,"",NA,1.36469518599915,"d",32,NA,"inlab","MacIntel",NA,NA,NA
"142",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","star",167,"Y",0,"","",NA,NA,"",NA,0.833611181995366,"k",33,NA,"inlab","MacIntel",NA,NA,NA
"143",42648,1,0,0,666,"switch","number","numSwt","","noRew","star",160,"F",0,"","",NA,NA,"",NA,0.700788427995576,"f",34,NA,"inlab","MacIntel",NA,NA,NA
"144",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","triangle",139,"W",0,"","",NA,NA,"",NA,0.892797821994463,"k",35,NA,"inlab","MacIntel",NA,NA,NA
"145",42648,1,0,0,666,"switch","number","numSwt","","noRew","hexagon",160,"H",0,"","",NA,NA,"",NA,1.132951435,"f",36,NA,"inlab","MacIntel",NA,NA,NA
"146",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","star",139,"Y",0,"","",NA,NA,"",NA,0.708991072002391,"k",37,NA,"inlab","MacIntel",NA,NA,NA
"147",42648,1,0,0,666,"switch","number","numSwt","","noRew","hexagon",125,"F",0,"","",NA,NA,"",NA,0.891535312992346,"d",38,NA,"inlab","MacIntel",NA,NA,NA
"148",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","star",174,"D",0,"","",NA,NA,"",NA,1.17131003300165,"j",39,NA,"inlab","MacIntel",NA,NA,NA
"149",42648,1,0,0,666,"switch","number","numSwt","","noRew","star",174,"F",0,"","",NA,NA,"",NA,1.37653536500147,"f",40,NA,"inlab","MacIntel",NA,NA,NA
"150",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","circle",125,"U",0,"","",NA,NA,"",NA,1.14215387399599,"k",41,NA,"inlab","MacIntel",NA,NA,NA
"151",42648,1,0,0,666,"switch","number","numSwt","","noRew","hexagon",181,"B",0,"","",NA,NA,"",NA,1.10045821899257,"f",42,NA,"inlab","MacIntel",NA,NA,NA
"152",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","circle",139,"Y",0,"","",NA,NA,"",NA,0.836828495994268,"k",43,NA,"inlab","MacIntel",NA,NA,NA
"153",42648,1,0,0,666,"switch","number","numSwt","","noRew","triangle",139,"U",0,"","",NA,NA,"",NA,1.05424830300035,"d",44,NA,"inlab","MacIntel",NA,NA,NA
"154",42648,1,0,0,666,"switch","letter","lettSwt","","noRew","circle",174,"S",0,"","",NA,NA,"",NA,1.76936341900728,"k",45,NA,"inlab","MacIntel",NA,NA,NA
"155",42648,1,0,0,666,"switch","number","numSwt","","noRew","circle",167,"D",0,"","",NA,NA,"",NA,1.02995465500862,"f",46,NA,"inlab","MacIntel",NA,NA,NA
