"","participant","acc","E1","points_trial","points_cumul","alt","task","condition","rewCond","curr_shape","curr_topStim","curr_bottStim","blockNum","LShape_ID","RShape_ID","trainBlock","training.thisN","training_resp.keys","training_resp.rt","target_resp.rt","target_resp.keys","trials_norew.thisRepN","trials_rew.thisRepN","platform","OS","browser","xResolution","yResolution","rewExpect"
"12",73676,NA,NA,10,93,"","","training","","",NA,"",NA,"triangle","star",0,11,"l",1.01213365700096,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"13",73676,NA,NA,1,94,"","","training","","",NA,"",NA,"hexagon","star",0,12,"l",0.88006440600293,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"14",73676,NA,NA,10,104,"","","training","","",NA,"",NA,"triangle","star",0,13,"l",0.712915695003176,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"15",73676,NA,NA,1,105,"","","training","","",NA,"",NA,"circle","triangle",0,14,"l",0.936579451998114,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"16",73676,NA,NA,10,115,"","","training","","",NA,"",NA,"circle","star",0,15,"l",0.951335858000675,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"17",73676,NA,NA,10,125,"","","training","","",NA,"",NA,"star","hexagon",0,16,"l",0.612474949004536,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"18",73676,NA,NA,10,135,"","","training","","",NA,"",NA,"star","circle",0,17,"a",0.95234522499959,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"19",73676,NA,NA,10,145,"","","training","","",NA,"",NA,"triangle","hexagon",0,18,"l",0.820975834001729,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"20",73676,NA,NA,1,146,"","","training","","",NA,"",NA,"star","triangle",0,19,"l",1.17627008500131,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"21",73676,NA,NA,10,156,"","","training","","",NA,"",NA,"triangle","circle",0,20,"a",0.924284068001725,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"22",73676,NA,NA,1,157,"","","training","","",NA,"",NA,"hexagon","circle",0,21,"a",1.42754557500302,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"23",73676,NA,NA,1,158,"","","training","","",NA,"",NA,"hexagon","triangle",0,22,"a",0.829844488005619,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"24",73676,NA,NA,10,168,"","","training","","",NA,"",NA,"circle","hexagon",0,23,"l",0.617189595999662,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"25",73676,NA,NA,10,178,"","","training","","",NA,"",NA,"hexagon","circle",0,24,"a",0.717004626996641,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"26",73676,NA,NA,1,179,"","","training","","",NA,"",NA,"triangle","circle",0,25,"a",1.16364373500255,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"27",73676,NA,NA,1,180,"","","training","","",NA,"",NA,"circle","star",0,26,"l",0.84186286899785,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"28",73676,NA,NA,10,190,"","","training","","",NA,"",NA,"triangle","star",0,27,"l",0.602867326000705,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"29",73676,NA,NA,10,200,"","","training","","",NA,"",NA,"hexagon","triangle",0,28,"a",0.743683517001045,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"30",73676,NA,NA,10,210,"","","training","","",NA,"",NA,"star","hexagon",0,29,"l",0.590046536002774,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"31",73676,NA,NA,10,220,"","","training","","",NA,"",NA,"circle","triangle",0,30,"a",0.793554248004511,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"32",73676,NA,NA,10,230,"","","training","","",NA,"",NA,"star","triangle",0,31,"a",0.693758172004891,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"33",73676,NA,NA,10,240,"","","training","","",NA,"",NA,"triangle","hexagon",0,32,"l",0.838480822007114,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"34",73676,NA,NA,1,241,"","","training","","",NA,"",NA,"circle","hexagon",0,33,"a",1.31205133400363,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"35",73676,NA,NA,1,242,"","","training","","",NA,"",NA,"hexagon","star",0,34,"a",1.00036634000571,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"36",73676,NA,NA,1,243,"","","training","","",NA,"",NA,"star","circle",0,35,"l",0.955436893003935,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"37",73676,NA,NA,1,244,"","","training","","",NA,"",NA,"star","circle",1,0,"a",1.03444498400495,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"38",73676,NA,NA,10,254,"","","training","","",NA,"",NA,"triangle","hexagon",1,1,"l",0.682978051001555,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"39",73676,NA,NA,10,264,"","","training","","",NA,"",NA,"star","triangle",1,2,"a",0.835217180007021,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"40",73676,NA,NA,1,265,"","","training","","",NA,"",NA,"circle","star",1,3,"l",0.50979257599829,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"41",73676,NA,NA,1,266,"","","training","","",NA,"",NA,"hexagon","circle",1,4,"l",0.501136987004429,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"42",73676,NA,NA,1,267,"","","training","","",NA,"",NA,"triangle","star",1,5,"a",0.645367964003526,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"43",73676,NA,NA,10,277,"","","training","","",NA,"",NA,"hexagon","star",1,6,"a",1.15207759100304,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"44",73676,NA,NA,1,278,"","","training","","",NA,"",NA,"circle","hexagon",1,7,"a",1.22857619500428,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"45",73676,NA,NA,1,279,"","","training","","",NA,"",NA,"hexagon","triangle",1,8,"a",0.911787298005947,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"46",73676,NA,NA,1,280,"","","training","","",NA,"",NA,"triangle","circle",1,9,"l",0.607683663001808,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"47",73676,NA,NA,10,290,"","","training","","",NA,"",NA,"star","hexagon",1,10,"a",0.722844291005458,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"48",73676,NA,NA,1,291,"","","training","","",NA,"",NA,"circle","triangle",1,11,"a",0.985217238005134,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"49",73676,NA,NA,1,292,"","","training","","",NA,"",NA,"hexagon","star",1,12,"l",0.774476067999785,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"50",73676,NA,NA,10,302,"","","training","","",NA,"",NA,"circle","star",1,13,"a",0.857784949999768,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"51",73676,NA,NA,10,312,"","","training","","",NA,"",NA,"circle","triangle",1,14,"l",0.66839573100151,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"52",73676,NA,NA,1,313,"","","training","","",NA,"",NA,"triangle","star",1,15,"l",0.781624012000975,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"53",73676,NA,NA,10,323,"","","training","","",NA,"",NA,"triangle","circle",1,16,"a",0.450277148003806,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"54",73676,NA,NA,10,333,"","","training","","",NA,"",NA,"star","triangle",1,17,"l",1.21176119799929,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"55",73676,NA,NA,1,334,"","","training","","",NA,"",NA,"triangle","hexagon",1,18,"a",1.14305962600338,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"56",73676,NA,NA,10,344,"","","training","","",NA,"",NA,"hexagon","triangle",1,19,"l",0.829084231008892,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"57",73676,NA,NA,1,345,"","","training","","",NA,"",NA,"star","hexagon",1,20,"a",0.75207684400084,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"58",73676,NA,NA,1,346,"","","training","","",NA,"",NA,"circle","hexagon",1,21,"a",0.30191213600483,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"59",73676,NA,NA,10,356,"","","training","","",NA,"",NA,"star","circle",1,22,"l",0.206307771004504,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"60",73676,NA,NA,10,366,"","","training","","",NA,"",NA,"hexagon","circle",1,23,"a",0.201536639004189,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"61",73676,NA,NA,10,376,"","","training","","",NA,"",NA,"star","hexagon",1,24,"a",0.158342654001899,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"62",73676,NA,NA,1,377,"","","training","","",NA,"",NA,"hexagon","star",1,25,"l",0.0356978530035121,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"63",73676,NA,NA,1,378,"","","training","","",NA,"",NA,"circle","triangle",1,26,"a",0.0790264250026667,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"64",73676,NA,NA,1,379,"","","training","","",NA,"",NA,"circle","hexagon",1,27,"a",0.0339803030001349,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"65",73676,NA,NA,1,380,"","","training","","",NA,"",NA,"triangle","star",1,28,"a",0.125179382004717,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"66",73676,NA,NA,10,390,"","","training","","",NA,"",NA,"circle","star",1,29,"l",0.212132581000333,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"67",73676,NA,NA,1,391,"","","training","","",NA,"",NA,"triangle","circle",1,30,"a",0.159597627003677,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"68",73676,NA,NA,10,401,"","","training","","",NA,"",NA,"star","triangle",1,31,"a",0.0699083420040552,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"69",73676,NA,NA,1,402,"","","training","","",NA,"",NA,"star","circle",1,32,"l",0.0322401850062306,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"70",73676,NA,NA,1,403,"","","training","","",NA,"",NA,"hexagon","triangle",1,33,"l",0.300016458000755,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"71",73676,NA,NA,10,413,"","","training","","",NA,"",NA,"hexagon","circle",1,34,"a",0.0606198950044927,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"72",73676,NA,NA,1,414,"","","training","","",NA,"",NA,"triangle","hexagon",1,35,"a",0.142882013999042,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"73",73676,NA,NA,10,424,"","","training","","",NA,"",NA,"circle","triangle",2,0,"l",0.60852689800231,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"74",73676,NA,NA,10,434,"","","training","","",NA,"",NA,"star","circle",2,1,"a",0.092639030997816,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"75",73676,NA,NA,10,444,"","","training","","",NA,"",NA,"hexagon","triangle",2,2,"a",0.165887351999118,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"76",73676,NA,NA,1,445,"","","training","","",NA,"",NA,"circle","star",2,3,"a",0.0356160470037139,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"77",73676,NA,NA,1,446,"","","training","","",NA,"",NA,"triangle","hexagon",2,4,"a",0.102239081003063,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"78",73676,NA,NA,10,456,"","","training","","",NA,"",NA,"star","hexagon",2,5,"a",0.0628307930019218,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"79",73676,NA,NA,10,466,"","","training","","",NA,"",NA,"hexagon","star",2,6,"a",0.250028333997761,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"80",73676,NA,NA,10,476,"","","training","","",NA,"",NA,"star","triangle",2,7,"a",0.292820967006264,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"81",73676,NA,NA,10,486,"","","training","","",NA,"",NA,"triangle","circle",2,8,"l",0.236384059004195,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"82",73676,NA,NA,1,487,"","","training","","",NA,"",NA,"circle","hexagon",2,9,"a",0.31218844500836,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"83",73676,NA,NA,10,497,"","","training","","",NA,"",NA,"triangle","star",2,10,"l",0.440295443004288,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"84",73676,NA,NA,1,498,"","","training","","",NA,"",NA,"hexagon","circle",2,11,"l",0.0179270990047371,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"85",73676,NA,NA,10,508,"","","training","","",NA,"",NA,"hexagon","circle",2,12,"a",0.270422507004696,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"86",73676,NA,NA,1,509,"","","training","","",NA,"",NA,"circle","triangle",2,13,"l",0.207833682005003,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"87",73676,NA,NA,10,519,"","","training","","",NA,"",NA,"star","hexagon",2,14,"l",0.0357244639963028,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"88",73676,NA,NA,1,520,"","","training","","",NA,"",NA,"circle","hexagon",2,15,"a",0.110549593999167,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"89",73676,NA,NA,10,530,"","","training","","",NA,"",NA,"star","triangle",2,16,"l",0.928280710002582,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"90",73676,NA,NA,10,540,"","","training","","",NA,"",NA,"triangle","hexagon",2,17,"l",0.27824058799888,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"91",73676,NA,NA,10,550,"","","training","","",NA,"",NA,"triangle","circle",2,18,"l",0.264256987997214,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"92",73676,NA,NA,1,551,"","","training","","",NA,"",NA,"circle","star",2,19,"a",0.233798710003612,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"93",73676,NA,NA,1,552,"","","training","","",NA,"",NA,"star","circle",2,20,"a",0.14067264800542,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"94",73676,NA,NA,10,562,"","","training","","",NA,"",NA,"hexagon","triangle",2,21,"a",0.244529076000617,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"95",73676,NA,NA,10,572,"","","training","","",NA,"",NA,"hexagon","star",2,22,"a",0.232251076005923,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"96",73676,NA,NA,10,582,"","","training","","",NA,"",NA,"triangle","star",2,23,"a",0.242922546000045,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"97",73676,NA,NA,10,592,"","","training","","",NA,"",NA,"triangle","star",2,24,"a",0.245542205004313,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"98",73676,NA,NA,1,593,"","","training","","",NA,"",NA,"star","triangle",2,25,"l",0.21665700700396,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"99",73676,NA,NA,1,594,"","","training","","",NA,"",NA,"hexagon","triangle",2,26,"l",0.165163673998904,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"100",73676,NA,NA,1,595,"","","training","","",NA,"",NA,"circle","star",2,27,"a",0.37894038399827,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"101",73676,NA,NA,1,596,"","","training","","",NA,"",NA,"circle","triangle",2,28,"a",0.3283495220021,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"102",73676,NA,NA,10,606,"","","training","","",NA,"",NA,"circle","hexagon",2,29,"l",0.35886624900013,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"103",73676,NA,NA,10,616,"","","training","","",NA,"",NA,"star","hexagon",2,30,"l",0.277769929998612,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"104",73676,NA,NA,10,626,"","","training","","",NA,"",NA,"hexagon","circle",2,31,"l",0.375311009003781,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"105",73676,NA,NA,1,627,"","","training","","",NA,"",NA,"hexagon","star",2,32,"a",0.427915569009201,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"106",73676,NA,NA,1,628,"","","training","","",NA,"",NA,"star","circle",2,33,"a",0.319949905002431,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"107",73676,NA,NA,10,638,"","","training","","",NA,"",NA,"triangle","hexagon",2,34,"l",0.31836204600404,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"108",73676,NA,NA,1,639,"","","training","","",NA,"",NA,"triangle","circle",2,35,"l",0.263412759006314,NA,"",NA,NA,"inlab","MacIntel",NA,NA,NA,NA
"109",73676,1,0,0,639,"repeat","number","numRpt","noRew","circle",160,"U",0,"","",NA,NA,"",NA,2.18221808700036,"f",0,NA,"inlab","MacIntel",NA,NA,NA,NA
"110",73676,1,0,0,639,"repeat","number","numRpt","noRew","triangle",125,"D",0,"","",NA,NA,"",NA,0.832752371003153,"d",1,NA,"inlab","MacIntel",NA,NA,NA,NA
"111",73676,1,0,0,639,"repeat","number","numRpt","noRew","star",139,"W",0,"","",NA,NA,"",NA,0.697271224002179,"d",2,NA,"inlab","MacIntel",NA,NA,NA,NA
"112",73676,1,0,0,639,"switch","letter","lettSwt","noRew","hexagon",146,"Y",0,"","",NA,NA,"",NA,0.744251497999358,"k",3,NA,"inlab","MacIntel",NA,NA,NA,NA
"113",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","triangle",160,"U",0,"","",NA,NA,"",NA,0.773181406999356,"k",4,NA,"inlab","MacIntel",NA,NA,NA,NA
"114",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","hexagon",125,"D",0,"","",NA,NA,"",NA,1.14462010699935,"j",5,NA,"inlab","MacIntel",NA,NA,NA,NA
"115",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","star",139,"W",0,"","",NA,NA,"",NA,0.908808505002526,"k",6,NA,"inlab","MacIntel",NA,NA,NA,NA
"116",73676,1,0,0,639,"switch","number","numSwt","noRew","triangle",146,"Y",0,"","",NA,NA,"",NA,1.71416338200652,"d",7,NA,"inlab","MacIntel",NA,NA,NA,NA
"117",73676,1,0,0,639,"repeat","number","numRpt","noRew","circle",174,"U",0,"","",NA,NA,"",NA,1.09531327800505,"f",8,NA,"inlab","MacIntel",NA,NA,NA,NA
"118",73676,-1,0,0,639,"switch","no_choice",NA,"noRew","star",160,"B",0,"","",NA,NA,"",NA,NA,"None",9,NA,"inlab","MacIntel",NA,NA,NA,NA
"119",73676,1,0,0,639,"switch","number","numSwt","noRew","circle",132,"W",0,"","",NA,NA,"",NA,0.798486644998775,"d",10,NA,"inlab","MacIntel",NA,NA,NA,NA
"120",73676,1,0,0,639,"repeat","number","numRpt","noRew","triangle",139,"F",0,"","",NA,NA,"",NA,0.544734044000506,"d",11,NA,"inlab","MacIntel",NA,NA,NA,NA
"121",73676,1,0,0,639,"repeat","number","numRpt","noRew","star",139,"B",0,"","",NA,NA,"",NA,0.493803326004127,"d",12,NA,"inlab","MacIntel",NA,NA,NA,NA
"122",73676,1,0,0,639,"repeat","number","numRpt","noRew","circle",181,"H",0,"","",NA,NA,"",NA,0.676494591003575,"f",13,NA,"inlab","MacIntel",NA,NA,NA,NA
"123",73676,1,0,0,639,"repeat","number","numRpt","noRew","triangle",174,"D",0,"","",NA,NA,"",NA,1.3875985390041,"f",14,NA,"inlab","MacIntel",NA,NA,NA,NA
"124",73676,1,0,0,639,"repeat","number","numRpt","noRew","hexagon",125,"Y",0,"","",NA,NA,"",NA,0.622844930003339,"d",15,NA,"inlab","MacIntel",NA,NA,NA,NA
"125",73676,1,0,0,639,"repeat","number","numRpt","noRew","hexagon",139,"B",0,"","",NA,NA,"",NA,0.800683280001977,"d",16,NA,"inlab","MacIntel",NA,NA,NA,NA
"126",73676,1,0,0,639,"repeat","number","numRpt","noRew","triangle",167,"U",0,"","",NA,NA,"",NA,0.785786640000879,"f",17,NA,"inlab","MacIntel",NA,NA,NA,NA
"127",73676,0,0,0,639,"repeat","number",NA,"noRew","circle",174,"W",0,"","",NA,NA,"",NA,0.757217429003504,"d",18,NA,"inlab","MacIntel",NA,NA,NA,NA
"128",73676,1,1,0,639,"repeat","number","numRpt","noRew","hexagon",125,"H",0,"","",NA,NA,"",NA,0.784974620997673,"d",19,NA,"inlab","MacIntel",NA,NA,NA,NA
"129",73676,1,0,0,639,"repeat","number","numRpt","noRew","triangle",139,"Y",0,"","",NA,NA,"",NA,0.740481531000114,"d",20,NA,"inlab","MacIntel",NA,NA,NA,NA
"130",73676,1,0,0,639,"repeat","number","numRpt","noRew","star",160,"B",0,"","",NA,NA,"",NA,0.857151819007413,"f",21,NA,"inlab","MacIntel",NA,NA,NA,NA
"131",73676,0,0,0,639,"repeat","number",NA,"noRew","circle",174,"H",0,"","",NA,NA,"",NA,0.769185497003491,"d",22,NA,"inlab","MacIntel",NA,NA,NA,NA
"132",73676,1,1,0,639,"switch","letter","lettSwt","noRew","triangle",167,"W",0,"","",NA,NA,"",NA,1.10034218100191,"k",23,NA,"inlab","MacIntel",NA,NA,NA,NA
"133",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","star",174,"F",0,"","",NA,NA,"",NA,0.754524941003183,"j",24,NA,"inlab","MacIntel",NA,NA,NA,NA
"134",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","circle",132,"Y",0,"","",NA,NA,"",NA,0.886402422998799,"k",25,NA,"inlab","MacIntel",NA,NA,NA,NA
"135",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","circle",181,"D",0,"","",NA,NA,"",NA,0.724981678009499,"j",26,NA,"inlab","MacIntel",NA,NA,NA,NA
"136",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","star",160,"U",0,"","",NA,NA,"",NA,0.634560459002387,"k",27,NA,"inlab","MacIntel",NA,NA,NA,NA
"137",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","circle",125,"S",0,"","",NA,NA,"",NA,0.755856085008418,"k",28,NA,"inlab","MacIntel",NA,NA,NA,NA
"138",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","triangle",160,"U",0,"","",NA,NA,"",NA,0.719765630004986,"k",29,NA,"inlab","MacIntel",NA,NA,NA,NA
"139",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","triangle",181,"F",0,"","",NA,NA,"",NA,0.86047230099939,"j",30,NA,"inlab","MacIntel",NA,NA,NA,NA
"140",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","star",132,"W",0,"","",NA,NA,"",NA,0.773052144002577,"k",31,NA,"inlab","MacIntel",NA,NA,NA,NA
"141",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","star",167,"F",0,"","",NA,NA,"",NA,1.12032095400355,"j",32,NA,"inlab","MacIntel",NA,NA,NA,NA
"142",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","hexagon",174,"H",0,"","",NA,NA,"",NA,0.757483881003282,"j",33,NA,"inlab","MacIntel",NA,NA,NA,NA
"143",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","hexagon",181,"S",0,"","",NA,NA,"",NA,0.642058545003238,"k",34,NA,"inlab","MacIntel",NA,NA,NA,NA
"144",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","triangle",139,"W",0,"","",NA,NA,"",NA,0.930681119003566,"k",35,NA,"inlab","MacIntel",NA,NA,NA,NA
"145",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","triangle",125,"S",0,"","",NA,NA,"",NA,0.759911601002386,"k",36,NA,"inlab","MacIntel",NA,NA,NA,NA
"146",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","circle",146,"U",0,"","",NA,NA,"",NA,0.635078284001793,"k",37,NA,"inlab","MacIntel",NA,NA,NA,NA
"147",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","triangle",167,"W",0,"","",NA,NA,"",NA,0.676756228000158,"k",38,NA,"inlab","MacIntel",NA,NA,NA,NA
"148",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","star",132,"H",0,"","",NA,NA,"",NA,1.25191096599883,"j",39,NA,"inlab","MacIntel",NA,NA,NA,NA
"149",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","circle",125,"S",0,"","",NA,NA,"",NA,0.658626749005634,"k",40,NA,"inlab","MacIntel",NA,NA,NA,NA
"150",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","star",167,"U",0,"","",NA,NA,"",NA,0.580316061008489,"k",41,NA,"inlab","MacIntel",NA,NA,NA,NA
"151",73676,1,0,0,639,"repeat","letter","lettRpt","noRew","star",139,"Y",0,"","",NA,NA,"",NA,0.687690669001313,"k",42,NA,"inlab","MacIntel",NA,NA,NA,NA
